Company Name,Ticker,Market Cap (mil),Last EPS Surprise (%),Div. Yield %,Exchange,Month of Fiscal Yr End,Sector,Industry,F2 Consensus Est.,F1 Consensus Est.,F0 Consensus Est.,P/E (Trailing 12 Months),P/E (F1),P/E (F2),PEG Ratio,Price/Cash Flow,Price/Book,Price/Sales,Next EPS Report Date  (yyyymmdd),Current ROE (TTM),5 Yr Historical Sales Growth,F(1) Consensus Sales Est. ($mil),Annual Sales ($mil),EBITDA ($mil),EBIT ($mil),Net Margin %,Operating Margin 12 Mo %,Debt/Total Capital,Debt/Equity Ratio,Current Ratio,Quick Ratio,Avg Volume,52 Week High,52 Week Low,Beta,% Price Change (YTD),Dividend ,Current Assets  ($mil),Current Liabilities ($mil),Long Term Debt ($mil),Shares Outstanding (mil)
"COHERENT CORP","COHR","4592.72","2.15","0","NYSE","6","Business Services","Technology Services","4.35","3.67","3.69","8.43","9.01","7.61",".72","4.71",".97","1.04","20230510","13.34","35.53","5397.0039","3316.62","708.64697","403.061",".2","11.78","46.06299",".93437","3.02","2.69","1168883","66.26","29.95","1.51","-5.84","0","4305.19189","1266.95898","1897.21398","138.96"
"Croda International","COIHY","12070.09","","1.48","OTC","12","Basic Materials","Chemical - Specialty","1.75","1.62","1.66","","26.68","24.7","","18.99","4.98","","20230523","","","2419.34008","2584.86","758.43902","603.04797","","","","","","","2961","49.07","35.14","1.1","7.92",".64","1225.70996","630.75299","1089.79394","279.27"
"Coinbase Global","COIN","11879.23","-2.93","0","NSDQ","12","Finance","Securities and Exchanges","-2.78","-4.18","-11.75","","","","","","2.17","3.72","20230504","-44.89","","2781.354","3194.21","-2812.35889","-2975.68091","-82.18","-82.18","38.353",".62213","1.07","1.07","14305792","130.15","32.53","2.58","45.01","0","86448.21875","80815.29687","3393.44799","231.47"
"CocaCola Bottling Co. Consolidated","COKE","5566.28","",".34","NSDQ","12","Consumer Staples","Beverages - Soft drinks","","","","12.19","","","","8.84","4.99",".9","20230503","47.62","6.53","","6200.96","772.48101","599.87902","6.94","7.37","35.21699",".5436","1.38",".99","27326","635.77","409.75",".89","15.9","2","1245.80102","905.156","606.33599","9.37"
"Americold Realty Trust","COLD","7740.96","0","3.07","NYSE","12","Finance","REIT and Equity Trust - Other","1.37","1.19","1.11","25.82","24.14","20.92","5.42","24.21","2.04","2.66","20230504","-.5","16.59","2799.64111","2914.74","416.22698","77.817","-.67","-.67","13.23099",".15248",".18",".18","1155411","32.77","22.11",".5","1.24",".88","562.031","3126.82104","577.61297","270.1"
"Columbia Sportswear","COLM","5051.89","-15.91","1.48","NSDQ","12","Consumer Discretionary","Textile - Apparel","5.91","5.26","5.23","15.93","15.44","13.74","1.22","11.07","2.59","1.43","20230726","17.1","4.89","3633.54492","3464.15","514.80902","397.41","8.25","9.01","0","0","3.49","1.5","327400","97.4","67.24",".95","-7.23","1.2","2136.94091","738.71801","0","62.18"
"The Cooper Companies","COO","18904.43","9.02",".02","NYSE","10","Medical","Medical - Dental Supplies","14.23","12.73","12.76","31.64","30.04","26.85","2.73","19.58","2.58","5.59","20230601","8.39","6.66","3527.90405","3308.4","878.70001","532.59997","11.1","17.76","26.371",".35815","1.72",".71","188115","385.54","248.67",".91","15.6",".06","1533.59997","1280.19995","2350.80004","49.46"
"Mr. Cooper Group","COOP","3040.63","5.41","0","NSDQ","12","Finance","Financial - Consumer Loans","6.87","5.33","2.47","16.07","8.39","6.51","","13.89",".76","1.75","20230726","4.94","74.56","1599.73303","2464","1675","1638","17.34","11.48","0","0",".31",".32","517370","47.87","36.7","1.56","11.34","0","1721","5306","0","68.05"
"ConocoPhillips","COP","119539.7","-.37","2.07","NYSE","12","Oils-Energy","Oil and Gas - Integrated - United States","11.42","10.02","13.53","7.31","9.84","8.64",".54","4.9","2.56","1.46","20230504","35.3","13.56","64420.89453","82156","36787","29033","22.74","21.11","25.263",".33802","1.46","1.36","5361055","134.94","81.61","1.3","-16.41","2.04","18749","12847","16226","1211.88"
"Costco Wholesale","COST","219439.91","3.12",".73","NSDQ","8","Retail-Wholesale","Retail - Discount Stores","15.61","14.43","13.13","35.93","34.29","31.7","3.71","28.09","9.63",".94","20230525","28.66","12.49","242538.65625","226954","9898","7998","2.58","2.61","22.201",".28536","1.06",".46","1708680","560.96","416.43",".79","8.39","3.6","32696","31998","6484","443.48"
"Coty","COTY","10069.16","46.67","0","NYSE","6","Consumer Staples","Cosmetics",".43",".37",".27","33.74","32.01","27.47","2.17","13.34","2.71","1.91","20230509","8.83","-15.74","5373.93408","5304.4","1167.19995","650.79998","2.51","5.91","52.31999","1.07856",".65",".4","4437804","12.53","5.99","1.85","37.97","0","1681.90002","2565.60009","4409.10009","852.6"
"Canadian Pacific Kansas City Limited","CP","72771.6","-10",".72","NYSE","12","Transportation","Transportation - Rail","3.98","3.33","2.76","26.5","23.5","19.64","2.11","22.45","2.49","10.41","20230727","9.53","4.6","9806.86816","6779.67","4345.97998","3689.85205","40.22","39.5","31.37199",".45713",".66",".5","1521106","82.6","66.72","1.02","4.79",".56","1453.01904","2471.43994","13954.05957","931.06"
"Copa Holdings","CPA","3539.94","9.78","3.65","NYSE","12","Transportation","Transportation - Airline","12.21","11.92","7.96","10.67","7.54","7.36","","5.87","2.37","1.19","20230510","24.49","-11.92","3355.36499","2965.03","743.565","475.86099","11.74","11.31","46.595",".87246","1.04",".96","276116","96.85","55.76","1.31","7.98","3.28","1235.82495","1193.57104","1301.81896","39.42"
"Campbell Soup","CPB","16336.42","9.59","2.71","NYSE","7","Consumer Staples","Food - Miscellaneous","3.18","3.01","2.84","17.71","18.1","17.15","4.59","13.69","4.54","1.78","20230614","26.97","-.88","9353.5332","8562","1501","1164","8.86","10.14","52.575","1.10858",".77",".25","1726433","57.55","45.18",".34","-3.88","1.48","1963","2886","3996","299.48"
"Cathay Pacific Airways","CPCAY","6179.71","","0","OTC","12","Transportation","Transportation - Airline",".38",".36","-.1","","13.33","12.63","","",".41","","","","","10482.37011","6517.45","-431.53101","-431.53101","","","","","","","1067","5.71","4.52",".44","-15.94","0","3719.04394","5551.47509","8687.76464","1287.44"
"Crescent Point Energy","CPG","3753.09","-3.45","4.27","NYSE","12","Oils-Energy","Oil and Gas - Exploration and Production - Canadian","1.05","1.14","2.87","5.28","6.02","6.53","","2.56",".76","1.09","20230511","14.19","-.05","3202.99511","3456.06","2220.37304","1488.32495","34.47","21.65","12.206",".13903",".8",".8","3849370","10.73","5.54","2.22","-4.06",".29","760.893","953.039","694.43402","547.1"
"Coupang","CPNG","29789.55","20","0","NYSE","12","Retail-Wholesale","Internet - Commerce",".52",".26","-.07","","65.42","32.5","","214.23","12.33","1.45","20230509","-4.24","","23749.64648","20582.62","165.029","-65.936","-.45","-.45","18.222",".22282","1.15",".82","4803415","21.03","9.35","1.36","14.14","0","5830.12988","5062.50585","537.88","1774.24"
"Capri Holdings","CPRI","5001.98","-16.74","0","NYSE","3","Retail-Wholesale","Retail - Apparel and Shoes","6.72","6.35","6.09","6.47","6.27","5.93","1.06","5.13","2.31",".87","20230607","36.64","1.82","5755.4248","5654","1096","897","12.66","14.75","40.625",".68421","1.34","","1955227","68.38","37.31","2.27","-30.58","0","1891","1566","1131","125.71"
"Copart","CPRT","37517.36","8.93","0","NSDQ","7","Business Services","Auction and Valuation Services","2.53","2.34","2.21","34.68","33.7","31.11","","30.8","7.2","10.21","20230517","22.93","17.58","3798.90698","3500.92","1496.24694","1357.64196","29.45","29.72",".03731",".00037","5.41","4.86","1925576","79.05","51.39","1.23","29.28","0","2202.45507","440.889","1.996","476.59"
"Camden Property Trust","CPT","11670.19","-1.19","3.66","NYSE","12","Finance","REIT and Equity Trust - Residential","7.19","6.89","6.61","16.22","15.86","15.19","3.32","9.46","2.33","7.83","20230727","12.09","8.96","1540.87402","1422.76","1354.91796","777.89801","41.27","41.27","42.825",".74903",".16",".1","675516","152.79","98.65",".79","-2.3","4","30.802","306.92098","3680.91308","106.76"
"Centrica","CPYYY","7912.31","","1.5","OTC","12","Utilities","Utility - Gas Distribution",".63",".86","1.13","","6.48","8.85","","2.41","5.12","","","","","40395.76171","29372.08","530.63","-296.85599","","","70.149","2.34999",".95",".89","8353","5.8","2.99","1.27","22.26",".08","25588.99023","26854.33984","3720.59497","1419.25"
"Cheniere Energy Partners","CQP","21699.21","104.29","6.91","AMEX","12","Oils-Energy","Oil and Gas - Production and Pipelines","3.34","2.7","4.74","9.56","16.59","13.43","","5.25","","1.29","20230803","-111.34","21.49","11330.76953","17206","4032","3368","25.45","19.09","","-7.60958","1.08","1.02","99138","62.08","41.46",".85","-21.17","3.1","2620","2421","16216","484.03"
"Crane Company","CR","4040.54","","0","NYSE","12","Industrial Products","Manufacturing - General Industrial ","5.64","5.07","","","14.06","12.64","1.89","7.72","2.11","","20230510","","","1978.40002","3374.9","734.09997","615.20001","","","22.21299",".28555","1.18",".88","484574","81.15","71.23","","","0","1751.90002","1488.19995","543.70001","56.72"
"Credit Agricole","CRARY","36250.31","108.33","7.02","OTC","12","Finance","Banks - Foreign",".8",".72",".76","6.81","8.32","7.49","","5.19",".41","1.44","20230504","6.38","3.97","25589.2207","25081.09","10358.04101","9559.44824","22.61","22.81","","","","","126315","6.25","3.94","1.59","14.75",".42","1518016","0","32389.73046","6051.81"
"Corebridge Financial, Inc.","CRBG","10441.59","23.94","5.71","NYSE","12","Finance","Insurance - Multi line","4.63","3.73","2.7","","4.32","3.48",".19","3.61","1.14","","20230509","","","19190.67578","18015","12015","10994","","","60.178","1.5112",".16",".16","1415921","23.01","14.56","","-19.69",".92","38455","247614","13826","648.14"
"CRH","CRH","35624.88","","4.29","NYSE","12","Construction","Building Products - Miscellaneous","4.1","3.92","3.49","","12.22","11.71","1.15","8.05","1.6","","","","","32832.65625","32723","5627","3870","","","26.721",".36465","1.67","1.19","513072","51.82","31.54","1.13","20.58","2.06","14801","8889","8145","742.49"
"China Resources Enterprise","CRHKY","24525.98","",".93","OTC","12","Conglomerates","Diversified Operations",".62",".52",".39","","29.08","24.39","","","5.92","","","","","6101.0498","5174.92","","","","","","","","","2944","16.5","9.39",".24","9.8",".14","","","","1622.09"
"Charles River Laboratories International","CRL","9673.35","8.36","0","NYSE","12","Medical","Medical Services","12.16","10.19","10.9","16.98","18.55","15.54","1.32","11.02","3.23","2.43","20230511","20.98","15.9","4083.54907","3976.06","986.14801","682.27801","12.23","14.35","47.984",".90823","1.32","1.08","514595","259.92","182.44","1.34","-13.26","0","1439.03198","1091.58496","2707.531","51.18"
"Salesforce","CRM","190129.48","24.44","0","NYSE","1","Computer and Technology","Computer - Software","8.76","7.11","4.92","36.92","27.26","22.12","1.63","24.32","3.32","6.06","20230530","4.48","25.13","34621.44921","31352","6114","660",".66","8.46","13.897",".16139","1.02","1.02","4439069","199.78","128.27","1.24","46.19","0","26395","25891","9419","980.86"
"Crocs","CROX","7452.98","22.54","0","NSDQ","12","Consumer Discretionary","Textile - Apparel","12.69","11.53","10.45","10.48","10.42","9.47",".69","10.35","7.7","1.97","20230803","98.41","33.03","4018.57006","3554.99","893.89501","854.66601","16.33","18.94","69.911","2.32347","1.76",".86","1897538","151.13","47.21","1.94","10.82","0","1025.97497","641.27398","2298.02709","62.03"
"China Resources Power Holdings","CRPJY","10361.05","","2.17","OTC","12","Utilities","Utility - Electric Power","7.05","6.01","3.32","","5.38","4.58","","4.97",".77","","","","","14341.42968","13192.37","2599.60498","720.89599","","","","","","","22","33.7","22.46",".45","17.7",".7","6942.14599","8759.25292","13553.41992","320.7"
"Carrefour","CRRFY","15214.23","","1.85","OTC","12","Retail-Wholesale","Retail - Supermarkets",".54",".42",".35","","9.69","7.59",".41","4.19","1.1","","","","","97921.52343","87557.77","4434.60302","2078.75292","","","39.089",".64174",".89",".63","141560","4.45","2.75",".6","23.87",".08","25164.17968","28349.21093","8915.56347","3710.79"
"CRISPR Therapeutics","CRSP","3790.65","39.22","0","NSDQ","12","Medical","Medical - Biomedical and Genetics","-5.29","-7.22","-9.25","","","","","","2.01","3164.16","20230508","-31.85","22.09","155.018","1.2","-626.32801","-650.5","-54271.7","-54271.7","0","0","15.3","15.3","1268795","83.78","39.19","1.71","18.2","0","1853.026","121.107","0","78.89"
"Cirrus Logic","CRUS","4717.86","20.6","0","NSDQ","3","Computer and Technology","Electronics - Semiconductors","6.51","6.4","6.34","11.35","13.34","13.12","3.02","11.7","2.74","2.34","20230504","22.5","8.36","1891.682","1781.46","431.67199","369.61099","16.22","18.34","0","0","4.43","","702484","109.56","63.88",".96","14.64","0","840.01501","264.78298","0","55.26"
"CorVel","CRVL","3515.19","","0","NSDQ","3","Business Services","Business - Services","","","","53.63","","","","39.96","18.05","4.99","20230525","33.47","3.23","","646.23","108.428","84.512","9.63","9.63","0","0","1.38","","35464","204.86","131.96","1.07","40.96","0","264.99398","171.36999","0","17.16"
"CrowdStrike","CRWD","27534.76","9.3","0","NSDQ","1","Computer and Technology","Internet - Software","2.92","2.3","1.5","75.81","50.79","40.01","1.65","258.48","18.5","12.29","20230601","-12.2","73.32","2997.78002","2241.24","130.054","-134.564","-8.18","-7.06","33.25199",".49817","1.73","1.73","3456206","203.65","94.72","1.03","10.88","0","3640.26708","2109.07202","741.005","235.86"
"Cisco Systems","CSCO","189882.38","2.33","3.37","NSDQ","7","Computer and Technology","Computer - Networking","4.03","3.76","3.35","13.48","12.34","11.5","1.9","13.22","4.58","3.57","20230517","31.19",".71","56555.35156","51557","16794","14837","21.26","23.75","15.55",".18413","1.41","1.33","17638900","52.31","39.27","1","-2.69","1.56","36717","25640","8416","4095.82"
"CoStar Group","CSGP","30538.3","16","0","NSDQ","12","Computer and Technology","Computers - IT Services","1.5","1.22","1.24","59.8","61.35","50","3.07","45.58","4.38","13.57","20230725","6.73","16.97","2478.11694","2182.4","702.789","486.457","16.32","19.75","12.439",".14205","13.21","13.92","1848924","84.16","54.19",".88","-3.27","0","5185.86718","372.61499","989.21002","408.54"
"Carlisle Companies","CSL","10801.57","-1.91","1.42","NYSE","12","Conglomerates","Diversified Operations","21.42","18.39","19.95","11.58","11.52","9.9",".68","8.4","3.53","1.72","20230726","32.04","7.36","6167.5","6591.9","1532.80004","1281.5","13.26","15.32","42.73099",".74613","2.31","1.39","424328","316.14","205.6",".91","-10.07","3","2245","1078.40002","2281.5","50.97"
"CSL Limited","CSLLY","96801.85","",".97","OTC","6","Medical","Medical - Biomedical and Genetics","3.42","2.71","2.42","","37.03","29.34","","33.07","6.63","","","","","13530","10561.9","3613.10009","2944.80004","","","","","","1.71","24438","109.35","84.9",".7","2.87",".97","16460.69921","7108.20019","5163.7998","964.74"
"CSX","CSX","63167.02","14.29","1.42","NSDQ","12","Transportation","Transportation - Rail","2.05","1.93","1.9","15.61","16.08","15.19","2.2","11.71","5.12","4.17","20230719","33.01","4.12","14834.50878","14853","7656","6156","28.35","27.78","59.22","1.45216","1.45","1.42","13873974","35.5","26.51","1.23",".29",".44","3849","2471","17896","2033.06"
"Cintas","CTAS","46668.93","4.32","1","NSDQ","5","Industrial Products","Uniform and Related","14","12.83","11.23","36.83","35.76","32.78","3.11","29.41","12.84","5.42","20230713","38.12","4.93","8777.46386","7854.46","1987.31298","1587.61206","15.06","15.06","40.625",".68422","2.1","1.51","302399","467.64","347.35","1.34","1.61","4.6","2631.98291","1432.89001","2483.93188","101.7"
"Catalent","CTLT","8774.01","-6.94","0","NYSE","6","Medical","Medical - Drugs","3.1","2.81","3.8","15.04","17.33","15.71","2.24","8.37","1.78","1.84","20230509","11.4","19.42","4598.85791","4828","1113","728","8.62","11.4","46.21699",".85932","1.91","2.07","4996072","113.71","41.39","1.17","8.24","0","2916","1072","4171","180.09"
"Coterra Energy","CTRA","18609.39","2.65","3.29","NYSE","12","Oils-Energy","Oil and Gas - Exploration and Production - United States","3.21","2.51","4.91","4.92","9.68","7.58",".18","3.52","1.51","2.06","20230504","31.29","29.11","6176.68603","9051","6834","5239","44.91","42.55","14.69699",".17228","1.85","1.8","5731189","36.11","22.78",".25","-1.06",".8","2211","1193","2181","765.5"
"Country Garden Holdings","CTRYY","6677.3","","5.45","OTC","12","Finance","Real Estate - Development","1.17","1.27","1.27","","4.76","5.14","","1.25",".12","","","","","62759.39453","63959.59","11009.64453","10687.08984","","","","","","","855","18.27","3.27","1.27","-26.53",".33","265660.3125","213730.29687","37030.12109","1105.51"
"Cognizant Technology Solutions","CTSH","30241.91","0","1.95","NSDQ","12","Computer and Technology","Business - Software Services","4.74","4.41","4.41","13.49","13.47","12.54","1.22","10.6","2.46","1.56","20230503","18.92","4.91","19443.02148","19428","3604","3035","11.79","11.73","4.9278",".05183","2.17","2.17","3047537","84.36","51.96","1.1","3.83","1.16","7266","3347","638","509.3"
"Corteva","CTVA","43212.39","166.67",".99","NYSE","12","Consumer Staples","Agriculture - Operations","3.45","2.9","2.57","22.88","20.93","17.6","1.39","13.72","1.7","2.48","20230503","7.54","8.27","18454.60937","17455","2728","1505","6.57","11.08","4.78299",".05023","1.56",".93","1979205","67.31","50.93",".78","3.16",".6","16795","10744","1283","712.6"
"CubeSmart","CUBE","9921.76","0","4.44","NYSE","12","Finance","REIT and Equity Trust - Other","2.87","2.71","2.51","16.99","16.28","15.41","3.08","16.37","3.52","9.66","20230803","12.38","12.8","1067.17297","1009.62","704.15997","389.65301","34.13","34.24","52.04299","1.06198",".05",".04","1855903","50.74","37.24",".58","9.71","1.96","8.925","213.29699","2996.16796","224.68"
