Company Name,Ticker,Market Cap (mil),Last EPS Surprise (%),Div. Yield %,Exchange,Month of Fiscal Yr End,Sector,Industry,F2 Consensus Est.,F1 Consensus Est.,F0 Consensus Est.,P/E (Trailing 12 Months),P/E (F1),P/E (F2),PEG Ratio,Price/Cash Flow,Price/Book,Price/Sales,Next EPS Report Date  (yyyymmdd),Current ROE (TTM),5 Yr Historical Sales Growth,F(1) Consensus Sales Est. ($mil),Annual Sales ($mil),EBITDA ($mil),EBIT ($mil),Net Margin %,Operating Margin 12 Mo %,Debt/Total Capital,Debt/Equity Ratio,Current Ratio,Quick Ratio,Avg Volume,52 Week High,52 Week Low,Beta,% Price Change (YTD),Dividend ,Current Assets  ($mil),Current Liabilities ($mil),Long Term Debt ($mil),Shares Outstanding (mil)
"Costco Wholesale","COST","219643.83","3.12",".73","NSDQ","8","Retail-Wholesale","Retail - Discount Stores","15.59","14.38","13.13","35.97","34.44","31.77","3.73","28.11","9.63",".94","20230525","28.66","12.49","242187.54687","226954","9898","7998","2.58","2.61","22.201",".28536","1.06",".46","2206781","608.05","416.43",".79","8.49","3.6","32696","31998","6484","443.48"
"Coty","COTY","9890.11","46.67","0","NYSE","6","Consumer Staples","Cosmetics",".43",".37",".27","33.14","31.26","26.98","2.12","13.11","2.66","1.88","20230508","8.83","-15.74","5353.78906","5304.4","1167.19995","650.79998","2.51","5.91","52.31999","1.07856",".65",".4","5893103","11.6","5.99","1.86","35.51","0","1681.90002","2565.60009","4409.10009","852.6"
"Canadian Pacific Railway Limited","CP","69929.27","2.53",".75","NYSE","12","Transportation","Transportation - Rail","3.98","3.37","2.76","26.64","22.26","18.88","2.31","21.58","2.34","10.34","20230426","9.29","4.53","10237.77636","6779.67","4345.97998","3689.85205","39.7","38.95","31.811",".46651",".59",".5","2487094","83.58","66.72","1.02",".72",".56","1453.01904","2471.43994","13954.05957","930.78"
"Copa Holdings","CPA","3669.14","9.78","0","NYSE","12","Transportation","Transportation - Airline","12.17","11.61","7.96","10.39","7.54","7.19","","15.12","2.63","1.24","20230510","25.25","-11.92","3355.40795","2965.03","370.51","130.56399","11.74","11.31","48.66899",".94813",".93","","432132","96.85","55.76","1.32","5.21","0","1238.78894","1053.10095","1229.031","41.93"
"Campbell Soup","CPB","16333.42","9.59","2.71","NYSE","7","Consumer Staples","Food - Miscellaneous","3.18","3.01","2.84","17.71","18.09","17.16","4.59","13.68","4.54","1.78","20230614","26.97","-.88","9348.62207","8562","1501","1164","8.86","10.14","52.575","1.10858",".77",".25","2615659","57.55","43.01",".34","-3.89","1.48","1963","2886","3996","299.48"
"Cathay Pacific Airways","CPCAY","6018.78","","0","OTC","12","Transportation","Transportation - Airline",".38",".36","-.1","","12.99","12.3","","","","","","","","10482.37011","6517.45","-431.53101","-431.53101","","","","","","","3945","5.71","4.52",".43","-18.13","0","3719.04394","5551.47509","8687.76464","1287.44"
"Crescent Point Energy","CPG","3528.84","-3.45","4.55","NYSE","12","Oils-Energy","Oil and Gas - Exploration and Production - Canadian","1.07","1.19","2.87","4.95","5.41","6.02","","2.41",".71","1.03","20230511","14.19","-.05","2971.10009","3456.06","2220.37304","1488.32495","34.47","21.65","12.206",".13903",".8",".8","7259316","10.73","5.54","2.22","-9.93",".29","760.893","953.039","694.43402","547.96"
"Coupang","CPNG","27128.19","20","0","NYSE","12","Retail-Wholesale","Internet - Commerce",".54",".3","-.07","","50.41","28.14","","195.1","11.23","1.32","20230510","-4.24","","23634.39648","20582.62","165.029","-65.936","-.45","-.45","18.222",".22282","1.15",".82","9502075","21.03","9.35","1.34","3.94","0","5830.12988","5062.50585","537.88","1774.24"
"Capri Holdings","CPRI","5457.07","-16.74","0","NYSE","3","Retail-Wholesale","Retail - Apparel and Shoes","6.39","6.09","6","7.06","7.13","6.8","1.2","5.59","2.52",".94","20230607","36.64","1.82","5560.42285","5654","1096","897","12.66","14.75","40.625",".68421","1.34",".51","3324625","68.38","37.31","2.28","-24.27","0","1891","1566","1131","125.71"
"Copart","CPRT","34042.97","8.93","0","NSDQ","7","Business Services","Auction and Valuation Services","2.53","2.34","2.21","31.47","30.58","28.23","","27.95","6.53","9.27","20230517","22.93","17.58","3798.67211","3500.92","1496.24694","1357.64196","29.45","29.72",".03731",".00037","5.41","4.86","2261253","71.43","51.39","1.21","17.31","0","2202.45507","440.889","1.996","476.59"
"Camden Property Trust","CPT","10658.26","-1.14","3.76","NYSE","12","Finance","REIT and Equity Trust - Residential","7.27","6.94","6.61","15.18","14.39","13.73","2.96","8.65","2.1","7.49","20230427","13.32","7.97","1539.22998","1422.76","1354.91796","777.89801","45.94","45.94","42.12599",".72789",".1",".1","1009454","175.21","98.65",".79","-10.72","3.76","30.802","306.92098","3680.91308","106.7"
"Centrica","CPYYY","7193.22","","1.67","OTC","12","Utilities","Utility - Gas Distribution",".63",".86","1.13","","5.84","7.97","","","2.71","","","","","40395.76171","29372.08","741.17901","1311.84594","","","60.631","1.54008","1.03","","8486","5.26","2.99","1.25","10.09",".08","27343.85937","24718.80078","4728.96923","1432.91"
"Cheniere Energy Partners","CQP","21244.21","8.72","7.06","AMEX","12","Oils-Energy","Oil and Gas - Production and Pipelines","3.38","2.73","4.74","11","16.1","12.97","","5.14","","1.23","20230503","-104.57","21.49","11556.17285","17206","4032","3368","14.52","16.51","","-7.60958","1.08","1.02","422486","62.08","41.46",".86","-22.82","3.1","2620","2421","16216","484.03"
"Crane","CR","5964.3","12.7","1.78","NYSE","12","Industrial Products","Manufacturing - Material Handling","8.53","7.84","7.65","13.73","13.49","12.39","1.81","10.42","3.12","1.8","20230424","24.45",".26","3341.63208","3374.9","734.09997","615.20001","13.1","13.33","22.21299",".28555","1.18",".88","426722","123.36","84.24","1.5","5.22","1.88","1751.90002","1488.19995","543.70001","56.43"
"Credit Agricole","CRARY","32555.4","108.33","7.86","OTC","12","Finance","Banks - Foreign",".76",".67",".76","6.08","7.99","7.04","","4.64","","1.3","20230504","6.38","3.97","24695.9707","25081.09","10358.04101","9559.44824","22.61","22.81","","","","","187386","6.25","3.94","1.61","2.49",".42","1518016","0","32389.73046","6085.12"
"Corebridge Financial, Inc.","CRBG","9428.53","23.94","6.32","NYSE","12","Finance","Insurance - Multi line","4.64","3.75","2.7","","3.88","3.14",".16","3.26","1.03","","20230519","","","19186.34375","18015","12015","10994","","","60.178","1.5112",".16",".16","2018993","23.01","14.56","","-27.42",".92","38455","247614","13826","647.56"
"CRH","CRH","35718","","4.28","NYSE","12","Construction","Building Products - Miscellaneous","3.98","3.71","3.49","","12.98","12.07","1.27","8.07","1.6","","","","","32832.65625","32723","5627","3870","","","26.721",".36465","1.67","1.19","770271","51.82","31.54","1.11","20.88","2.06","14801","8889","8145","742.58"
"China Resources Enterprise","CRHKY","25629.01","",".77","OTC","12","Conglomerates","Diversified Operations",".57",".48",".39","","32.92","27.72","","","6.19","","20230419","","","5727.45996","5174.92","","","","","","",".93","","4091","16.24","9.39",".22","14.74",".12","","","","1622.09"
"Charles River Laboratories International","CRL","9880.58","8.36","0","NYSE","12","Medical","Medical Services","12.32","10.25","10.9","17.41","18.91","15.73","1.35","11.3","3.31","2.49","20230503","20.98","15.9","4097.5791","3976.06","986.14801","682.27801","12.23","14.35","47.984",".90823","1.32","1.08","630594","302.4","182.44","1.36","-11.06","0","1439.03198","1091.58496","2707.531","50.99"
"Salesforce","CRM","190060","24.44","0","NYSE","1","Computer and Technology","Computer - Software","8.81","7.11","4.92","36.2","26.73","21.57","1.6","23.84","3.26","6.06","20230530","4.48","25.13","34621.42968","31352","6114","660",".66","16.67","13.897",".16139","1.02","1.02","10370326","221.29","128.27","1.21","43.34","0","26395","25891","9419","1000"
"Crocs","CROX","7308.35","21.56","0","NSDQ","12","Consumer Discretionary","Textile - Apparel","12.55","11.19","10.45","10.85","10.58","9.43",".71","10.2","8.93","2.06","20230504","118.32","29.7","3998.40991","3554.99","893.89501","854.66601","15.19","19.05","73.75","2.80956","1.6",".86","1476225","131.47","47.21","1.89","9.15","0","1025.97497","641.27398","2298.02709","61.75"
"China Resources Power Holdings","CRPJY","10015.34","","2.25","OTC","12","Utilities","Utility - Electric Power","7.05","6.01","3.32","","5.2","4.43","","4.81",".75","","20230322","","","14341.42968","13192.37","2599.60498","720.89599","","","49.23899",".97002",".79","","142","33.7","22.46",".44","13.77",".7","6942.14599","8759.25292","13553.41992","320.7"
"Carrefour","CRRFY","14100.99","","1.99","OTC","12","Retail-Wholesale","Retail - Supermarkets",".53",".42",".35","","9.05","7.13",".38","3.68","1.09","","","","","98217.92968","84842.01","4624.73779","1930.81896","","","39.847",".66243",".8","","97690","4.5","2.75",".62","14.8",".08","21041.42968","26205.66015","8357.41894","3710.79"
"CRISPR Therapeutics","CRSP","3415.64","39.22","0","NSDQ","12","Medical","Medical - Biomedical and Genetics","-5.28","-7.54","-9.25","","","","","","1.81","2851.12","20230508","-31.85","22.09","136.882","1.2","-626.32801","-650.5","-54271.7","-54271.7","0","0","15.3","15.3","973060","83.78","39.19","1.73","6.84","0","1853.026","121.107","0","78.65"
"Cirrus Logic","CRUS","5834.59","20.6","0","NSDQ","3","Computer and Technology","Electronics - Semiconductors","6.52","6.34","6.31","14.04","16.65","16.19","3.77","14.48","3.39","2.9","20230502","22.5","8.36","1893.94494","1781.46","431.67199","369.61099","16.22","21.47","0","0","4.43","2.65","457812","106.65","63.88",".98","41.77","0","840.01501","264.78298","0","55.26"
"CorVel","CRVL","3203.59","","0","NSDQ","3","Business Services","Business - Services","","","","48.87","","","","36.42","16.44","4.55","20230525","33.47","3.23","","646.23","108.428","84.512","9.63","9.63","0","0","1.38","1.55","82678","189.06","131.96","1.06","28.47","0","264.99398","171.36999","0","17.16"
"CrowdStrike","CRWD","31025.55","9.3","0","NSDQ","1","Computer and Technology","Internet - Software","2.89","2.26","1.5","85.42","58.26","45.57","1.89","291.25","20.86","13.84","20230601","-12.2","73.32","2997.78002","2241.24","130.054","-134.564","-8.18","16.44","33.25199",".49817","1.73","1.73","6550079","239.86","94.72","1.02","24.93","0","3640.26708","2109.07202","741.005","235.86"
"Cisco Systems","CSCO","206880.02","2.33","3.01","NSDQ","7","Computer and Technology","Computer - Networking","4.04","3.76","3.35","14.68","13.44","12.51","2.07","14.4","4.99","3.89","20230517","31.19",".71","56541.19531","51557","16794","14837","21.26","26.86","15.55",".18413","1.41","1.33","18911166","56.05","39.27","1","6.02","1.52","36717","25640","8416","4095.82"
"CoStar Group","CSGP","27310.67","11.76","0","NSDQ","12","Computer and Technology","Computers - IT Services","1.35","1.09","1.24","52.87","61.6","49.66","3.08","40.94","3.97","12.51","20230425","7.15","17.53","2470.6101","2182.4","702.789","486.457","16.93","23.19","12.586",".14398","13.92","13.92","2092714","84.16","54.19",".88","-13.12","0","5185.86718","372.61499","989.21002","406.77"
"Carlisle Companies","CSL","10831.51","1.55","1.41","NYSE","12","Conglomerates","Diversified Operations","22.57","20.81","19.95","10.61","10.19","9.4",".6","8.4","3.63","1.64","20230427","36.27","6.58","6475.56298","6591.9","1532.80004","1281.5","14.02","15.98","42.999",".75436","2.08","1.39","471306","316.14","212.05",".94","-10.01","3","2245","1078.40002","2281.5","51.08"
"CSL Limited","CSLLY","92470.13","","1.01","OTC","6","Medical","Medical - Biomedical and Genetics","3.42","2.29","2.42","","41.86","28.03","","31.59","6.33","","","","","13385.09472","10561.9","3613.10009","2944.80004","","","26.15699",".35423","2.32","1.71","39122","109.35","84.9",".72","-1.73",".97","16460.69921","7108.20019","5163.7998","964.74"
"CSX","CSX","58268.59","4.26","1.56","NSDQ","12","Transportation","Transportation - Rail","2","1.86","1.9","14.87","15.16","14.09","2.19","10.64","4.7","3.92","20230420","31.48","3.16","14739.96972","14853","7656","6156","28.05","27.47","58.63499","1.4175","1.56","1.42","15297542","37.8","26.51","1.22","-8.81",".44","3849","2471","17896","2062.6"
"Cintas","CTAS","44341.89","2.97","1.05","NSDQ","5","Industrial Products","Uniform and Related","13.95","12.68","11.23","36.33","34.4","31.28","3.06","27.97","12.92","5.29","20230329","37.89","4.57","8716.18457","7854.46","1987.31298","1587.61206","15.35","15","42.011",".72445","1.86","1.51","337287","464.39","347.35","1.34","-3.38","4.6","2631.98291","1432.89001","2483.93188","101.62"
"Catalent","CTLT","11574.38","-6.94","0","NYSE","6","Medical","Medical - Drugs","3.43","3.11","3.8","19.84","20.67","18.75","2.68","11.04","2.35","2.43","20230502","11.4","19.42","4690.61718","4828","1113","728","8.62","12.32","46.21699",".85932","1.91","2.07","1829496","114.05","41.39","1.18","42.79","0","2916","1072","4171","180.09"
"Coterra Energy","CTRA","18127.13","2.65","3.38","NYSE","12","Oils-Energy","Oil and Gas - Exploration and Production - United States","3.04","2.94","4.91","4.79","8.05","7.8",".15","3.43","1.47","2","20230501","31.29","29.11","6617.31787","9051","6834","5239","44.91","43.44","14.69699",".17228","1.85","1.8","11911708","36.11","22.78",".25","-3.62",".8","2211","1193","2181","765.5"
"Country Garden Holdings","CTRYY","7749.65","","4.7","OTC","12","Finance","Real Estate - Development","1.01","1.12","1.27","","6.26","6.94","","1.45",".14","","20230329","","","62401.89843","81073.88","11009.64453","10687.08984","","","42.15499",".72875","1.25","","233","20.88","3.27","1.24","-14.73",".33","265660.3125","213730.29687","37030.12109","1105.51"
"Cognizant Technology Solutions","CTSH","29870.15","0","1.98","NSDQ","12","Computer and Technology","Business - Software Services","4.82","4.46","4.41","13.33","13.15","12.16","1.2","10.47","2.43","1.54","20230503","18.92","4.91","19559.05859","19428","3604","3035","11.79","11.73","4.9278",".05183","2.17","2.17","4613899","92.73","51.96","1.1","2.55","1.16","7266","3347","638","509.3"
"Corteva","CTVA","40504.47","166.67","1.06","NYSE","12","Consumer Staples","Agriculture - Operations","3.46","2.89","2.57","21.45","19.68","16.44","1.37","12.86","1.59","2.32","20230503","7.54","8.27","18393.57617","17455","2728","1505","6.57","11.08","4.78299",".05023","1.56",".93","3935399","67.31","50.93",".8","-3.3",".6","16795","10744","1283","712.6"
"CubeSmart","CUBE","10135.35","1.52","4.34","NYSE","12","Finance","REIT and Equity Trust - Other","2.86","2.71","2.51","17.83","16.63","15.77","3.16","16.73","3.57","10.04","20230427","10.25","11.67","1068.52294","1009.62","704.15997","389.65301","28.85","28.96","51.80899","1.05484",".04",".04","2174313","54.46","37.24",".57","12.1","1.96","8.925","213.29699","2996.16796","224.63"
"Colruyt","CUYTY","3625.46","","2.08","OTC","3","Consumer Discretionary","Consumer Products - Discretionary",".28",".28",".63","","24.14","24.14","","4.77","1.49","","","","","11000.10546","11682.31","881.05999","456.28201","","","20.429",".25673",".72",".45","128","10.95","5.39",".42","18.81",".14","2137.9541","2658.17309","756.43902","536.31"
"Cenovus Energy","CVE","29624.89","-39.58","1.98","NYSE","12","Oils-Energy","Oil and Gas - Integrated - Canadian","2.36","2.04","2.57","6.31","7.63","6.58","","3.46","1.42",".56","20230426","24.71","30.88","36085.68359","51456.7","10945.71582","7346.6289","9.44","9.44","23.95499",".32105","1.55","1.01","7779574","24.71","14.6","2.21","-19.99",".31","9561.15625","6169.75292","6685.11718","1907.59"
"CVS Health","CVS","94074.05","3.65","3.3","NYSE","12","Retail-Wholesale","Retail - Pharmacies and Drug Stores","9.1","8.84","8.63","8.42","8.29","8.05","1.13","6.11","1.35",".29","20230503","15.75","12.56","333427.125","322467","12162","7915","1.29","3.57","41.44499",".70778",".94",".67","8871018","108.56","72.37",".65","-21.39","2.42","65682","69736","50476","1284.11"
"Cvent","CVT","4088.23","-128.57","0","NSDQ","12","Business Services","Technology Services",".3",".21",".19","","39.81","27.87","","38.83","2.53","6.48","20230508","-2.34","","738.41998","630.56","85.318","-79.031","-15.9","-5.93","11.43599",".12912",".76",".76","3264639","8.38","4.09","1.06","54.81","0","305.71398","401.72698","208","489.02"
"Chevron","CVX","297555.53","-1.68","3.87","NYSE","12","Oils-Energy","Oil and Gas - Integrated - International","15","14.73","18.95","8.29","10.6","10.4",".74","5.71","1.88","1.21","20230505","23.52","5.09","216012.5","246252","66509","50190","14.4","14.84","11.769",".13339","1.47","1.23","9418597","188.05","135.94","1.16","-13.05","6.04","50343","34208","21375","1906.67"
"CurtissWright","CW","6504.07","-3.31",".45","NYSE","12","Aerospace","Aerospace - Defense Equipment","9.44","8.76","8.23","20.9","19.41","18.01","","15.28","3.27","2.54","20230503","16.56","1.12","2682.46606","2557.02","548.20202","436.17498","11.51","12.3","34.55599",".52803","1.56","1.06","156160","180.35","125.45","1.24","1.76",".76","1517.31298","971.43902","1051.90002","38.28"
"Clearwater Analytics Holdings","CWAN","3650.45","0","0","NYSE","12","Computer and Technology","Internet - Software",".37",".29",".22","65.83","51.32","41.48","2.57","185.41","10.74","12.03","20230503","2.41","","363.975","303.43","3.273","-6.47201","-2.61","18.82","12.534",".1433","5.4","5.4","1295873","22.43","12.04",".5","-19.25","0","356.346","66.012","48.492","241.11"
"Clearway Energy","CWEN","6093.53","111.36","4.97","NYSE","12","Oils-Energy","Alternative Energy - Other","1.78","1.95",".94","","15.47","16.92","1.55","23.5","1.51","5.12","20230504","-11.33","5.29","1341.96997","1190","2212","1514","48.91","-36.8","61.74499","1.61227","2.07","1.99","901982","41.61","29.17",".72","-5.33","1.5","1276","617","6491","201.97"
"Clearway Energy","CWENA","5857.22","-40","5.17","NYSE","12","Oils-Energy","Alternative Energy - Other","","","","","","","","22.59","1.45","4.92","20230504","-11.33","5.29","","1190","2212","1514","48.91","-36.8","61.74499","1.61227","2.07","1.99","325869","38.62","27.94",".83","-3.07","1.5","1276","617","6491","201.97"
"Casella Waste Systems","CWST","4082.55","-25","0","NSDQ","12","Industrial Products","Pollution Control","1.49","1.21","1.14","71.78","65.26","52.92","4.01","22.04","8.2","3.76","20230427","12.13","11.72","1167.22497","1085.09","226.942","98.688","4.89","5.24","54.02199","1.17496","1.17","1.09","307395","91.15","65.62",".93","-.44","0","207.479","177.6","585.01501","51.7"
"California Water Service Group","CWT","3151.46","59.09","1.83","NYSE","12","Utilities","Utility - Water Supply","2.07","1.9","1.6","32.21","29.83","27.34","","14.54","2.35","3.72","20230427","7.72","5.39","875.96002","846.43","262.79501","145.06199","11.34","11.34","44.317",".79589","1",".96","281711","65.53","48.76",".48","-6.53","1.04","295.535","294.64999","1052.48706","55.6"
"SmartCentres Real Estate Investment Trust","CWYUF","3355.25","","7.38","OTC","12","Finance","REIT and Equity Trust - Retail","","","","","","","","11.84",".69","5.38","20230328","15.11","","","622.91","913.341","903.39599","156.63","112.44","43.316",".76416",".84","","3972","26.54","18.16","1.09","-4.61","1.39","421.94","743.23101","3332.12695","178.09"
"Cemex","CX","7272.87","","0","NYSE","12","Construction","Building Products - Concrete and Aggregates",".67",".61",".61","13.57","8.23","7.49",".53","4.4",".67",".46","20230427","5.09","1.8","16493.49218","15576.82","2291.37792","1171.37805","5.54","3.51","41.80899",".71848",".82",".52","7727372","5.67","3.2","1.4","23.95","0","4526","5546","7838","1448.78"
"CyberAgent","CYAGF","4338.99","","0","OTC","9","Computer and Technology","Internet - Services","","","","","","","","8.38","","","20230426","","","","6203.86","1030.90502","936.87298","","","","","","","814","12.74","7.84",".26","-5.92","0","2805.34497","1308.64001","385.03799","505.71"
"CyberArk Software","CYBR","5900.79","23.08","0","NSDQ","12","Computer and Technology","Computers - IT Services","1.1",".17","-.48","","842.19","130.65","42.11","","8.7","9.97","20230511","-17.79","15.07","730.10797","591.71","-117.835","-137.01801","-22.03","-3.01","45.63899",".83956","2.43","2.43","332677","175.81","107.33","1.08","10.93","0","1097.58105","452.47198","569.34399","41.03"
"CyberAgent","CYGIY","4391.42","","1.59","OTC","9","Computer and Technology","Internet - Services",".22",".12",".21","","37.74","19.29","","","","","","","","5680.63476","4438.86","","","","","","","","","436","6.17","3.72","-.02","-1.48",".07","","","","1011.85"
"Cytokinetics","CYTK","3174.57","-18.85","0","NSDQ","12","Medical","Medical - Biomedical and Genetics","-4.36","-4.41","-4.07","","","","","","","33.56","20230503","-1401.63","44.33","51.066","94.59","-331.98499","-337.79902","-410.89","-384.53","63.87699","-5.64985","9.4","9.4","1182978","54.52","33.36",".85","-27.19","0","795.18597","84.61699","609.61798","95.16"
"Caesars Entertainment","CZR","9123.67","38.89","0","NSDQ","12","Consumer Discretionary","Leisure and Recreation Services","2.41","1.14","-3.82","","37.03","17.61","","7.12","2.43",".84","20230502","-10.17","57.62","11475.98046","10821","3364","1700","-8.31","-3.57","77.14199","3.37483",".79",".77","3307755","81.23","32.26","2.9","1.92","0","2102","2668","12659","215.18"
"Dominion Energy","D","44958.49","2.91","4.96","NYSE","12","Utilities","Utility - Electric Power","3.92","3.96","4.1","13.07","13.59","13.73",".91","6.78","1.72","2.62","20230504","13.35","3.08","17347.57812","17174","5132","2019","5.79","20.43","58.25899","1.49107",".73",".6","5166787","88.38","52.22",".45","-12.21","2.67","9850","13450","38914","835.19"
"Delta Air Lines","DAL","20256.74","14.73","0","NYSE","12","Transportation","Transportation - Airline","6.79","5.14","3.03","9.87","6.14","4.65",".21","4.87","3.08",".4","20230412","45.69","-7.35","56228.92578","50582","5050","2943","2.61","4.06","75.84899","3.14053",".5",".45","10029110","44.73","28.02","1.26","-3.86","0","13011","25940","20671","641.24"
"Danone","DANOY","41090.95","","2.62","OTC","12","Consumer Staples","Food - Miscellaneous",".82",".76",".7","","15.9","14.83","","10.29","","","","","","30060.3457","29148.69","4239.04589","2742.42504","","","","","","","252784","12.26","9.21",".56","15.64",".32","14263.45019","13106.37988","14720.12988","3379.19"
"Darling Ingredients","DAR","8699.41","-15.63","0","NYSE","12","Consumer Staples","Food - Miscellaneous","6.28","5.56","4.83","11.65","9.79","8.65","","7.43","2.24","1.33","20230509","20.89","12.96","7330.583","6532.2","1418.98901","1019.28399","11.29","11.7","45.96799",".85075","1.53",".9","1803392","87.18","52.9","1.26","-13.1","0","1638.09704","1068.44299","3314.96899","159.95"
"DoorDash","DASH","23787.25","10","0","NYSE","12","Computer and Technology","Internet - Services","-1.37","-2.14","-2.69","","","","","","3.52","3.61","20230504","-15.12","","7891.68896","6583","-1028","-1397","-20.74","-14.72",".20686","0","1.86","1.86","4384049","127.21","43.06","1.45","24.27","0","4720","2544","0","392.08"
"Dassault Systemes","DASTY","53722.66","2.94",".37","OTC","12","Computer and Technology","Computer - Software","1.33","1.2","1.17","33.81","33.48","30.26","3.65","26.23","6.95","9.01","20230426","19","11.16","6422.49804","5970","1870.36303","1188.18701","16.44","26.69","27.20499",".37371","1.68","","51243","51.11","31.76",".99","12.56",".15","5103.95507","3035.42211","2884.125","1335.06"
"Endava","DAVA","3718.04","-1.47","0","NYSE","6","Computer and Technology","Computers - IT Services","3.18","2.7","2.38","25.29","24.28","20.62","","24.92","6.2","4.02","20230511","20.38","35.61","952.04998","871.63","179.02","140.45899","12.52","16.23","0","0","2.77","2.56","261554","138.15","63.7","1.2","-14.38","0","436.83801","170.932","0","56.76"
"Deutsche Bank","DB","19324.33","52.17","0","NYSE","12","Finance","Banks - Foreign","2.07","1.9","1.85","4.95","4.92","4.52",".75","2.51",".25",".49","20230426","4.97","-4.97","29717.83007","39895.17","7911.39013","4162.14599","12.31","12.87","64.66799","1.82334",".76","","6288546","13.49","7.4","1.38","-18.84","0","815806.6875","1069145","138588.40625","2066.77"
"DBS Group","DBSDY","64450.08","","3.97","OTC","12","Finance","Banks - Foreign","11.57","11.61","9.6","","8.63","8.66","1.16","11.67","","","","","","14905.12011","15590.1","6287.74609","5789.87597","","","","","","","29632","110.1","84.61",".9","-1.18","3.98","384563.09375","411160.09375","42572.69921","643.41"
"Dropbox","DBX","7572.28","2.56","0","NSDQ","12","Computer and Technology","Internet - Services","1.94","1.68","1.57","13.31","12.58","10.89","1.09","14.76","","3.26","20230504","-65.25","15.31","2481.59594","2324.9","390.20001","189.39999","23.8","24.68","","-4.93116","1.25","1.25","3791205","24.84","18.97",".83","-5.45","0","1489.80004","1196.5","1525.69995","357.86"
"DCC","DCCPF","5255.46","","0","OTC","3","Business Services","Business - Services","5.81","5.62","5.7","","9.48","9.17","","5.68","","","","","","24239.07031","24228.25","1055.84704","659.60101","","","","","","1.07","359","85.35","49.5",".9","7.58","0","7025.55517","5138.67089","3013.83691","98.69"
"Donaldson","DCI","7663.43","8.7","1.46","NYSE","7","Industrial Products","Pollution Control","3.17","3.05","2.69","20.99","20.75","19.91","1.98","18.09","6.42","2.24","20230607","32.35","4.19","3443.73706","3306.6","547.09997","453.29998","10.45","10.9","34.34899",".52319","2.33","1.44","511213","66.89","46.27","1.21","7.34",".92","1406.5","629.59997","644.29998","121.28"
"DCP Midstream Partners","DCP","8679.89","7.62","4.13","NYSE","12","Oils-Energy","Oil and Gas - Production and Pipelines","4.47","4.39","4.45","7.76","9.49","9.31","","5.61","1.5",".58","20230503","21.64","8.65","7373.88916","14993","1695","1335","7.02","7.91","41.922",".75458",".68",".65","2118778","42.08","27.85","2.41","7.3","1.72","1702","2504","4357","208.55"
"DuPont de Nemours","DD","31441.99","12.66","2.1","NYSE","12","Basic Materials","Chemical - Diversified ","4.28","3.75","3.31","20.12","18.29","16.04","2.07","11.82","1.26","2.42","20230502","6.45","-36.25","12572.13476","13017","3120","1940","44.54","13.06","22.34499",".28774","3.02","2.4","3770811","78","50.05","1.42","-.04","1.44","11270","3733","7774","458.34"
"Datadog","DDOG","20869.82","36.84","0","NSDQ","12","Computer and Technology","Internet - Software","1.35","1.05",".91","67.26","62.03","48.47","1.56","660.85","14.76","12.46","20230504","-2.61","67.61","2083.09204","1675.1","49.192","-21.535","-2.99","19.9","34.375",".52381","3.09","3.09","5415875","156.56","63.5",".99","-11.24","0","2344.23388","759.74798","738.84698","319.89"
"Dillard's","DDS","5170.89","63.84",".26","NYSE","1","Retail-Wholesale","Retail - Regional Department Stores","31.9","33.5","41.85","6.27","9.01","9.46","","5.4","3.21",".75","20230511","55.47","-.13","6771.38281","6871.1","1332.89001","1131.45495","12.98","12.3","24.468",".32393","1.85","","147222","415.36","197.6",".94","-6.57",".8","1914.651","966.18597","521.247","17.13"
"Deere & Company","DE","114528.45","18.44","1.24","NYSE","10","Industrial Products","Manufacturing - Farm Equipment","31.55","30.47","22.93","14.34","12.69","12.25","1.03","12.92","5.37","2.06","20230519","41.17","7.98","54491.1914","52577","12084","10189","14.71","16.12","62.242","1.64374","2.07","1.72","1530280","445.61","289.14","1.05","-9.86","4.8","65475","33125","33596","296.32"
"Deckers Outdoor","DECK","11670.45","9.51","0","NYSE","3","Consumer Discretionary","Shoes and Retail Apparel ","21.63","18.47","15.09","24","23.97","20.47","1.32","24.3","6.6","3.27","20230518","31.38","14.6","3544.19091","3150.34","611.151","566.721","13.83","13.83","0","0","2.75","2.3","356188","442.75","226.79",".92","10.92","0","1752.12805","541.68402","0","26.36"
"Dell Technologies","DELL","26768.87","9.76","3.53","NYSE","1","Computer and Technology","Computers - IT Services","6.08","5.31","7.46","4.91","7.04","6.15",".59","3.01","",".26","20230525","-176.78","5.24","86626.20312","102301","9210","4659","2.39","5.61","","-6.10511",".75","","5533853","55.03","33.77","1.03","-7.06","1.32","45033","56219","21131","716.13"
"Denbury","DEN","4022.59","-8.07","0","NYSE","12","Oils-Energy","Oil and Gas - Exploration and Production - United States","7.68","6.96","6.96","11.94","11.6","10.51","","7.73","2.62","2.35","20230504","27.32",".51","1483.32495","1714.66","710.45697","559.02899","28","21.48","1.85699",".01892",".59",".59","689454","99.02","58.63","2.63","-7.25","0","206.22999","346.86199","29","49.84"
