Company Name,Ticker,Market Cap (mil),Last EPS Surprise (%),Div. Yield %,Exchange,Month of Fiscal Yr End,Sector,Industry,F2 Consensus Est.,F1 Consensus Est.,F0 Consensus Est.,P/E (Trailing 12 Months),P/E (F1),P/E (F2),PEG Ratio,Price/Cash Flow,Price/Book,Price/Sales,Next EPS Report Date  (yyyymmdd),Current ROE (TTM),5 Yr Historical Sales Growth,F(1) Consensus Sales Est. ($mil),Annual Sales ($mil),EBITDA ($mil),EBIT ($mil),Net Margin %,Operating Margin 12 Mo %,Debt/Total Capital,Debt/Equity Ratio,Current Ratio,Quick Ratio,Avg Volume,52 Week High,52 Week Low,Beta,% Price Change (YTD),Dividend ,Current Assets  ($mil),Current Liabilities ($mil),Long Term Debt ($mil),Shares Outstanding (mil)
"Alfa Laval","ALFVY","13566.89","12","1.4","OTC","12","Construction","Engineering - R and D Services","1.47","1.41","1.2","28.26","23.25","22.3","2.6","17.48","4.19","2.46","20230425","14.08","2.64","5424.70019","5170.49","839.75299","608.06896","8.66","8.66","27.797",".38498","1.33","","11268","35.12","22.87","1.38","13.62",".46","3048.9729","2715.031","356.67898","413.88"
"Allegro MicroSystems","ALGM","8874.48","9.38","0","NSDQ","3","Computer and Technology","Electronics - Semiconductors","1.3","1.27",".8","41.75","36.35","35.51","","51.44","9.92","9.81","20230508","19.55","","969.20001","768.67","190.43099","141.80299","16.69","23.86","2.71869",".02794","4.52","4.08","1564893","47.37","19.63","1.71","54.36","0","511.69198","104.22299","25","191.51"
"Align Technology","ALGN","23496.29","13.82","0","NSDQ","12","Medical","Medical - Dental Supplies","9.65","7.91","7.02","42.48","38.77","31.78","2.43","39.88","6.65","6.29","20230426","11.9","22.08","3764.91699","3734.64","724.84997","599.057","9.68","15.16","0","0","1.26","1.08","990640","452.94","174.58","1.6","45.42","0","2424.39111","1925.88696","0","76.61"
"Alight","ALIT","4920.69","26.32","0","NYSE","12","Computer and Technology","Internet - Software",".77",".65",".56","14.72","13.64","11.51",".9","8.75",".97","1.57","20230508","3.56","","3482.21704","3132","474","81","-1.98","9.77","35.42699",".54863","1.2","1.2","5581695","10.5","6.72",".71","5.62","0","2816","2348","2792","557.27"
"Allianz","ALIZY","89213.05","0","3.55","OTC","12","Finance","Insurance - Multi line","2.79","2.49","1.72","13.17","8.87","7.94","2.47","8.36","1.41",".55","20230511","10.88","2.89","","160882.09","15621.65039","12634.32324","4.32","5.84","26.18899",".35482",".12","","206109","24.3","15.58","1.08","3.12",".79","95766.03125","883226.8125","25725.32031","4033.14"
"Alaska Air Group","ALK","4863.18","2.22","0","NYSE","12","Transportation","Transportation - Airline","6.93","5.73","4.33","8.85","6.65","5.5",".34","4.98","1.27",".5","20230420","14.75","-5.48","10519.8291","9646","602","187",".6","5.76","46.193",".85849",".68",".65","1810540","58.78","38.13","1.54","-11.2","0","3040","4493","3276","127.54"
"Alkermes","ALKS","4354.66","180","0","NSDQ","12","Medical","Medical - Biomedical and Genetics","1.5",".07",".25","77.91","372.52","17.72","","104.96","4.17","3.92","20230426","-3.32","2.52","1187.458","1111.8","-76.40201","-154.26401","-14.24","5.2","21.759",".2781","2.27","1.91","1057048","31.87","21.94",".6","1.38","0","1130.30603","497.742","290.26998","164.39"
"Allstate","ALL","27805.01",".73","3.37","NYSE","12","Finance","Insurance - Property and Casualty","13.49","6.73","-1.06","","15.7","7.83","2.24","47.87","1.82",".54","20230503","-1.04","6.54","52570.96875","51412","-676","-1523","-2.55","-.35","31.461",".51781",".38",".38","2423640","143.86","105.11",".59","-22.13","3.56","24103","63290","7964","263.33"
"Allegion","ALLE","8839.42","16.79","1.79","NYSE","12","Industrial Products","Security and Safety Services","6.81","6.36","5.46","17.71","15.81","14.77","2.45","14.73","9.36","2.7","20230425","61.54","3.48","3587.78808","3271.9","688.29998","590.40002","14","15.34","68.791","2.20423","1.73","1.05","955192","122.93","88.99","1.1","-4.43","1.8","1214.59997","703.59997","2081.8999","87.87"
"Ally Financial","ALLY","7285.64","10.2","4.95","NYSE","12","Finance","Financial - Consumer Loans","4.99","3.65","5.99","4.04","6.63","4.86","","2.15",".69",".86","20230413","17.98","7.44","8360.77246","8428","4539","3212","20.34","24.2","58.006","1.68599",".89",".89","9332321","45.15","22.29","1.37","-.94","1.2","140960","157752","17762","300.81"
"Alnylam Pharmaceuticals","ALNY","23582.41","21.13","0","NSDQ","12","Medical","Medical - Biomedical and Genetics","-2.99","-6.85","-9.62","","","","","","","22.73","20230427","-1287.8","87.32","1380.13098","1037.42","-885.47498","-971.02503","-109.04","-109.04","79.38099","-6.42728","3.51","3.34","895509","241.31","120.42",".49","-20.06","0","2692.24707","767.91497","1016.94201","124.13"
"Astellas Pharma","ALPMY","25738.65","","2.23","OTC","3","Medical","Medical - Drugs",".98",".76","1.02","22.98","18.37","14.35",".79","14.64","2.31","2.3","20230426","9.62","-.64","11067.25976","11546.22","1980","1327","8.78","10.09","8.6518",".09471","1.52","1.12","119504","16.7","13.09",".58","-7.52",".31","7568","5635","0","1835.85"
"Alstom","ALSMY","9443.05","",".69","OTC","3","Transportation","Transportation - Rail",".12",".07",".08","","35.86","21.83","","26.87","1","","","","","17653.33007","17984.34","861.41198","-156.93801","","","25.45999",".34156",".82",".6","117162","3.04","1.55","1.23","5.46",".02","15392.66015","19175.43945","3753.71289","3762.17"
"Allison Transmission Holdings","ALSN","3953.83","25.62","2.14","NYSE","12","Auto-Tires-Trucks","Automotive - Original Equipment","6.3","6.02","5.23","7.78","7.14","6.83","1.02","5.77","4.55","1.43","20230426","69.32","-1.45","2892.44604","2769","922","763","19.18","19.18","74.10399","2.86155","1.8","1.34","728105","50.23","32.63",".99","3.46",".92","866","480","2501","91.86"
"Altair Engineering","ALTR","5513.48","72.22","0","NSDQ","12","Construction","Engineering - R and D Services","1.12",".99",".73","79.15","69.56","61.48","5.8","150.8","9.67","9.64","20230504","1.21","10.41","617.02301","572.22","13.46","-23.83601","-7.59","13.21","34.91299",".53639","2.26","2.26","465261","69.73","43.85","1.45","51.44","0","526.82598","232.738","305.604","80.07"
"Autoliv","ALV","7691.6","18.83","2.96","NYSE","12","Auto-Tires-Trucks","Automotive - Original Equipment","8.84","6.35","4.12","20.24","14.05","10.09",".62","10.37","2.95",".87","20230421","14.84","-3.46","9784.54394","8842","1026","663","4.8","4.34","28.641",".40137","1.02",".75","1995722","96.14","66.63","1.7","16.53","2.64","3714","3642","1054","86.19"
"Antero Midstream","AM","4795.7","17.65","8.98","NYSE","12","Oils-Energy","Oil and Gas - Integrated - United States",".88",".81",".68","12.85","12.37","11.41","","8.15","2.19","5.21","20230426","17.1","63.62","996.21301","919.98","841.83398","633.68402","35.46","41.33","60.52399","1.5332",".87",".87","2484604","11.49","8.85","2.39","-7.14",".9","88.99299","102.077","3361.28198","478.61"
"Applied Materials","AMAT","101016.95","5.18",".87","NSDQ","10","Computer and Technology","Semiconductor Equipment - Wafer Fabrication","6.69","7.01","7.37","15.23","17.06","17.87","3.05","14.28","7.53","3.85","20230518","55.08","12.71","24557.28515","25785","8271","7827","24.57","25.84","28.912",".4067","2.31","1.35","7453188","141.44","74.41","1.61","22.75","1.04","15925","7379","5457","845.12"
"Amcor","AMCR","16239.58","5.56","4.48","NYSE","6","Industrial Products","Containers - Paper and Packaging",".82",".77",".8","13.33","14.13","13.36","3.26","8.87","3.69","1.08","20230502","28.65","38.19","15071.69238","14544","1901","1274","7.14","8.18","60.79499","1.55066","1.33",".67","8561514","13.49","10.59",".81","-8.23",".49","5853","5103","6340","1485.78"
"Advanced Micro Devices","AMD","157835.44","4.55","0","NSDQ","12","Computer and Technology","Electronics - Semiconductors","4.14","3.01","3.49","27.67","32.57","23.65","4.75","17.25","2.88","6.69","20230502","8.52","38.22","23518.67187","23601","5723","1272","5.59","23.32","4.31169",".04505","2.36","1.77","72032488","123.23","55.94","1.95","51.23","0","15019","6369","2467","1611.39"
"AMETEK","AME","32082.75","3.4",".72","NYSE","12","Computer and Technology","Electronics - Testing Equipment","6.29","5.98","5.63","24.53","23.28","22.17","2.64","19.58","4.28","5.22","20230502","18.46","5.14","6474.66699","6150.53","1831.30505","1511.87805","18.85","21.38","22.406",".28876","1.62",".95","1106196","147.09","107.14","1.22","-.29","1","2528.0581","1564.20202","2158.92797","230.28"
"Amplifon","AMFPF","4326.29","","0","OTC","12","Medical","Medical Services","1.34","1.21","1.13","17.69","15.79","14.26","","9.2","","1.82","20230330","","","2495.53002","2304.92","559.91302","296.76699","","","","","","","2","43.55","19.11",".56","-23.56","0","764.92401","1048.57202","1195.62304","226.39"
"Affiliated Managers Group","AMG","4901.7","3.56",".03","NYSE","12","Finance","Financial - Investment Management","22.24","19.19","19.91","6.78","7.12","6.15",".63","5.92","1.23","2.1","20230501","21.29",".17","2260.88793","2329.6","1928.19995","1860.80004","49.18","34.43","10.02799","0",".22",".22","383500","177.04","111.85","1.35","-13.72",".04","745.20001","3313.60009","0","35.86"
"Amgen","AMGN","127102.31","1.24","3.58","NSDQ","12","Medical","Medical - Biomedical and Genetics","19.07","17.72","17.63","13.46","13.43","12.48","1.92","9.78","34.69","4.83","20230426","359.47","3.34","28052.82031","26323","12169","8752","24.89","36.36","91.07399","10.20322","1.41","1.1","2574005","292.39","224.46",".65","-9.37","8.52","22186","15687","37354","533.98"
"American Homes 4 Rent","AMH","10795.31","0","2.95","NYSE","12","Finance","REIT and Equity Trust - Residential","1.76","1.65","1.54","19.25","18.1","16.95","2.85","14.83","1.47","7.24","20230504","4","7.92","1585.84399","1490.53","883.09997","444.89599","18.33","19.06","38.629",".62944",".55",".55","3106185","43.35","28.91",".66","-1",".88","265.712","484.40301","4515.99804","361.77"
"A.P. Moller-Maersk","AMKBY","42764.14","6.61","11.38","OTC","12","Transportation","Transportation - Shipping",".93",".66","8","1.36","17.32","12.29","","1.98",".71",".52","20230329","61.21","17","","61787","24618","19674","36.91","37.85","5.72849",".06076","2.64","","205345","16.58","8.77","1.49","1.87","1.3","25802","12093","4315","3741.4"
"Amkor Technology","AMKR","6289.08","-4.29","1.17","NSDQ","12","Computer and Technology","Electronics - Semiconductors","3","2.15","3.14","8.24","11.93","8.55","","4.55","1.7",".89","20230501","22.57","12.75","","7091.58","1531.44396","915.49499","10.8","10.8","22.73299",".29421","1.99","1.61","1048960","31.03","15.44","1.76","6.92",".3","3301.23901","1662.41101","1088.52099","245.28"
"AMN Healthcare Services","AMN","3408.48","14.29","0","NYSE","12","Medical","Medical Services","8.02","8.28","11.56","7","10.03","10.35","3.01","5.36","3.45",".65","20230504","49.69","24.2","4105.75195","5243.24","784.96099","647.10101","8.47","10.18","44.698",".80823","1.27","1.27","756919","127.04","82.7",".34","-19.28","0","1093.64501","857.93298","843.505","41.07"
"Ameriprise Financial","AMP","30644.33","9.29","1.72","NYSE","12","Finance","Financial - Investment Management","33.18","30.69","24.54","11.58","9.5","8.78",".53","11.01","8.58","2.15","20230424","70.64","2.25","15270.58984","14286","4005","4045","17.91","20.04","58.929","1.43481",".69",".69","856269","355.33","223.12","1.49","-6.4","5","22896","33218","5184","105.15"
"American Tower","AMT","92952.25","4.93","3.13","NYSE","12","Finance","REIT and Equity Trust - Other","10.81","9.78","9.7","20.29","20.4","18.46","1.99","17.98","7.49","8.68","20230426","15.8","9.5","11064.92968","10711.1","6259.7998","2857.19995","16.49","16.49","73.35199","2.75262",".54",".54","2334392","281.52","183.79",".56","-5.78","6.24","3445.69995","6338","34156","465.65"
"America Movil, S.A.B. de C.V. Unsponsored ADR","AMX","65857.8","2.78","2.76","NYSE","12","Computer and Technology","Wireless Non-US ","1.56","1.39","1.27","16.18","14.85","13.25",".71","5.48","3.03","1.54","20230425","18.55","-4.66","44206.72265","42010.57","14643","8574.04492","8.82","9.55","48.27099",".93316",".74",".69","1697626","22.57","16.15",".87","13.79",".57","17941.8496","24297.14062","20305.67968","3180"
"Amazon.com","AMZN","1005563.56","40","0","NSDQ","12","Retail-Wholesale","Internet - Commerce","2.12","1.33","-.14","135.91","73.61","46.22","4.06","20.43","6.89","1.96","20230427","5.33","24.89","556176.125","513983","38352","-3569","-.53","1.42","31.49699",".45979",".94",".72","59809868","169.32","81.82","1.25","16.82","0","146791","155393","67150","10247.26"
"AutoNation","AN","5844.55","8.15","0","NYSE","12","Retail-Wholesale","Automotive - Retail and Whole Sales","19.68","20.69","24.15","5.06","6.02","6.33","1.7","3.86","3.02",".22","20230420","62.12","5.66","26444.2832","26985","2217.30004","2009.80004","5.1","5.16","65.569","1.90438",".92",".32","835601","157.3","95.6","1.11","16.14","0","3138","3405.69995","3899.80004","46.9"
"Arista Networks","ANET","51762.37","16.53","0","NYSE","12","Computer and Technology","Communication - Components","6.44","5.79","4.38","36.89","29.17","26.23","2.06","38.49","10.57","11.81","20230501","30","15.59","5466.9331","4381.31","1657.26293","1581.79602","30.87","33.06","0","0","4.29","3.29","2805110","169.39","90.42","1.24","39.22","0","5550.74804","1293.531","0","306.39"
"Anta Sports Products","ANPDF","38360.24","","0","OTC","12","Consumer Discretionary","Shoes and Retail Apparel ",".64",".52",".4","","27.29","22.17","","22.53","7.28","","20230620","","","9145.98046","7973.34","2248.42993","1742.19995","","","2.77099",".0285","1.66","","435","15.67","8.97",".62","4.19","0","6184.81005","2471.16503","1770.875","2703.33"
"ANSYS","ANSS","27493.05","10.75","0","NSDQ","12","Computer and Technology","Computer - Software","9.51","8.56","7.7","39.51","36.87","33.21","4.83","39.37","5.65","13.31","20230503","12.22","13.98","2267.1289","2065.55","735.32501","598.04101","25.35","33.72","13.40999",".15486","2.09","2.09","667969","327.65","200.33","1.24","30.68","0","1664.12194","794.83599","753.57397","87.09"
"Aon","AON","63421.7","5.99",".72","NYSE","12","Finance","Insurance - Brokerage","16.02","14.53","13.16","23.12","21.28","19.3","2.09","20.5","","5.08","20230505","1165.31","3.62","13078.02148","12479","3826","3562","20.75","22.88","92.46199","-22.9021","1.37","1.37","1039749","333.61","248.5",".89","3.01","2.24","4177","3059","9825","205.14"
"A. O. Smith","AOS","10069.66","8.86","1.8","NYSE","12","Industrial Products","Manufacturing - Electronics","3.62","3.34","3.07","21.25","19.97","18.44","2.22","17.84","5.77","2.68","20230427","27.54","4.62","3762.69799","3753.9","310","233.1","6.28","13.02","16.065",".19139","1.75","1.2","1096784","70.4","48.58","1.27","16.6","1.2","1633.69995","934.20001","334.5","150.88"
"APA","APA","10730.99","2.78","2.9","NSDQ","12","Oils-Energy","Oil and Gas - Exploration and Production - United States","7.63","6.35","7.71","4.46","5.43","4.52",".22","2.93","8.25",".98","20230503","198.44","6.99","8991.79003","12132","6967","5734","34.14","23.76","80.20899","4.05278",".93",".93","7079772","51.39","30.68","3.52","-26.07","1","2708","2916","5451","310.95"
"Air Products and Chemicals","APD","59444.96","-3.3","2.42","NYSE","9","Basic Materials","Chemical - Diversified ","12.38","11.39","10.28","25.42","23.51","21.63","2.01","16.25","4.09","4.62","20230504","16.45","7.97","13120.82421","12698.6","4220.8999","2882.69995","17.61","18.18","34.04199",".51612","1.93","1.66","1085806","325.25","221.98",".84","-13.17","6.48","6282.8999","3465.80004","7085.7998","222.08"
"APi Group","APG","4944.04","5.88","0","NYSE","12","Business Services","Business - Services","1.77","1.49","1.31","15.85","14.15","11.88",".83","7.45","2.32",".75","20230503","16.94","","6870.97998","6558","522","218",".95","5.63","54.84099","1.21438","1.38","1.3","1684467","24.11","13.27","1.57","12.07","0","2652","1921","2583","234.54"
"Amphenol","APH","46741.9","4","1.07","NYSE","12","Computer and Technology","Electronics - Connectors","3.24","2.96","2.97","26.2","26.56","24.28","2.98","20.72","6.61","3.7","20230426","27.93","11.38","12333.74414","12623","2988.69995","2595.80004","15.07","14.77","39.38299",".64678","2.42","1.64","2482675","82.09","62.51","1.24","3.24",".84","6479.10009","2676.10009","4575","594.6"
"Apple Hospitality REIT","APLE","3215.02","3.13","6.83","NYSE","12","Finance","REIT and Equity Trust - Other","1.75","1.66","1.54","9.13","8.48","8.03",".44","9.85","1.01","2.6","20230504","4.51","-6.92","1301.427","1238.42","388.17498","206.47799","11.69","11.69","3.404",".03523",".03",".03","1961245","18.55","13.85","1.17","-10.9",".96","47.408","1482.31298","112.00599","228.66"
"Apellis Pharmaceuticals","APLS","7014.67","9.09","0","NSDQ","12","Medical","Medical - Biomedical and Genetics","-3.45","-5.15","-6.28","","","","","","41.03","93.01","20230503","-204.77","","195.77099","75.42","-616.93104","-618.87702","-864.7","-864.7","35.31299",".54591","4.29","3.78","1807944","68.67","35.07","1.19","21.89","0","719.52301","167.61","92.736","111.29"
"Aspen Pharmacare","APNHY","4480.37","","1.26","OTC","6","Medical","Medical - Generic Drugs","","",".96","","","","","7.49",".96","","","","","","2540.57","690.17602","577.46099","","","12.97999",".14916","1.48",".8","488","14.26","7.52","1.2","25.11",".13","2274.11401","1539.39099","696.29602","446.25"
"Apollo Global Management","APO","32835.32","-3.4","2.78","NYSE","12","Finance","Financial - Investment Management","7.37","6.44","5.27","11.04","8.94","7.8",".47","11.49","11.27","2.99","20230504","116.88","35.49","3090.08007","10968","2419.99609","2334.74902","-29.29","119.71","52.59199",".96612",".86",".86","4472713","73.89","46.5","1.72","-9.8","1.6","2975.11694","3445.29101","2814.11694","570.65"
"AppLovin","APP","5333.63","-100","0","NSDQ","12","Business Services","Technology Services",".48",".25","-.26","78.72","56.4","29.7","2.82","8.45","2.78","1.89","20230510","3.59","","2821.90307","2817.06","526.44799","-33.314","-6.84","2.46","62.75099","1.68466","3.35","3.35","2449256","57.78","9.3","1.85","34.57","0","1939.083","578.958","3205.38208","376.4"
"AppFolio","APPF","4198.32","61.54","0","NSDQ","12","Computer and Technology","Internet - Software","1.02",".01","-.1","","11861","116.28","","","15.77","8.9","20230508","-24.97","24.76","571.117","471.88","-32.71","-66.71701","-14.44","-2.32","0","0","3.28","3.28","130916","132.06","82.26",".98","12.55","0","201.468","61.34299","0","35.4"
