Company Name,Ticker,Market Cap (mil),Last EPS Surprise (%),Div. Yield %,Exchange,Month of Fiscal Yr End,Sector,Industry,F2 Consensus Est.,F1 Consensus Est.,F0 Consensus Est.,P/E (Trailing 12 Months),P/E (F1),P/E (F2),PEG Ratio,Price/Cash Flow,Price/Book,Price/Sales,Next EPS Report Date  (yyyymmdd),Current ROE (TTM),5 Yr Historical Sales Growth,F(1) Consensus Sales Est. ($mil),Annual Sales ($mil),EBITDA ($mil),EBIT ($mil),Net Margin %,Operating Margin 12 Mo %,Debt/Total Capital,Debt/Equity Ratio,Current Ratio,Quick Ratio,Avg Volume,52 Week High,52 Week Low,Beta,% Price Change (YTD),Dividend ,Current Assets  ($mil),Current Liabilities ($mil),Long Term Debt ($mil),Shares Outstanding (mil)
"Swisscom","SCMWY","336190.97","34.48","3.03","OTC","12","Utilities","Diversified Communication Services","3.82","3.83","3.08","20.03","16.94","16.99","7.15","80.85","28.72","28.93","20230803","14.22",".17","11251.88964","11645.54","4691.44824","2212.11694","13.72","13.72","32.81",".48831",".89",".89","2488","69.87","44.69",".23","18.17","1.96","4032.31909","4512.25683","5716.29394","5180.19"
"Scor","SCRYY","5363.93","58.33","4.83","OTC","12","Finance","Insurance - Multi line",".44",".38","-.23","","7.65","6.45","","5",".9",".3","20230727","-5.87","","17411.50976","17092.22","1468.22705","934.64898","-2.24","-2.24","","","","","16689","2.87","1.32","1.14","25.6",".14","24603.75","3664.06103","3260.62402","1868.96"
"Sodexo","SDXAY","16127.87","","1.84","OTC","8","Business Services","Business - Services","","",".87","","","","","12","3.31","","","","","24865.13085","23238.32","1639.65295","1064.51","","","59.37799","1.46169","1.09","1.06","9812","22.08","13.6","1.02","14.65",".4","11145.45996","10196.41992","7112.85986","737.27"
"","SDY","22223.63","","2.58","NYSE","12","Finance","Financial - Investment Funds","","","","","","","","","","","","","","","","","","","","","","","","371056","132.34","111.5",".86","-2.77","3.13","","","","182.7"
"Sea Limited","SE","39623.48","-4.69","0","NYSE","12","Computer and Technology","Internet - Software","3.49","2.91","-2.76","412.71","24.11","20.1","","","6.4","3.15","20230815","-14.44","111.68","13986.45996","12449.71","-1019.25702","-1455.13697","-7.83","-6.42","35.04299",".57457","1.87","1.81","4676265","89.97","40.92","1.7","34.85","0","12688.00976","6935.69189","3338.75","564.76"
"SeaWorld Entertainment","SEAS","3667.11","-36.84","0","NYSE","12","Consumer Discretionary","Leisure and Recreation Services","5.6","5.06","4.12","13.97","11.34","10.25","","8.15","","2.09","20230803","-66.21","3.86","1837.807","1731.24","666.42797","507.574","16.18","16.18","","-4.61364",".48",".44","990208","66.66","40.44","1.98","7.27","0","233.69599","409.20599","2099.05908","63.89"
"Seaboard","SEB","4354.12","",".24","AMEX","12","Consumer Staples","Food - Miscellaneous","","","","9.46","","","","5.34",".87",".39","20230801","9.49","14.08","","11243","854","619","4.18","4.18","12.246",".13954","2.66","1.53","884","4225.21","3389.99",".47","-.64","9","4017","1529","702","1.16"
"SolarEdge Technologies","SEDG","16998.08","46.46","0","NSDQ","12","Oils-Energy","Solar","12.97","10.73","4.8","39.59","28.12","23.26",".84","43.13","7.23","5","20230801","14.49","31.17","4123.80078","3110.28","354.233","173.839","5.86","9.17","22.15099",".28453","3.6","2.44","1297354","365.41","193.39","1.42","6.5","0","2899.65795","889.71697","669.83599","56.35"
"Sealed Air","SEE","6090.22","-3.9","1.9","NYSE","12","Industrial Products","Containers - Paper and Packaging","4.07","3.57","4.09","11.34","11.83","10.36","4.97","7.73","17.58","1.09","20230801","196.19","5.17","5937.3872","5641.9","1076.19995","891.59997","7.25","9.76","93.052","13.3922","1.19",".6","1335178","63.95","41.41","1.23","-15.44",".8","2116.80004","2081.80004","3237.8999","144.39"
"SEGRO","SEGXF","12238.66","","0","OTC","12","Finance","REIT and Equity Trust - Other",".5",".47",".39","","21.53","20.24","","26.17",".87","","20230519","","","618.74499","827.68","-2007.48804","-2012.43604","","","30.04199",".42943","6.49","6.49","1421","14.23","7.72",".83","10.6","0","618.45001","95.24099","6041.02001","1209.35"
"SEI Investments","SEIC","7782.41","-3.66","1.47","NSDQ","12","Finance","Financial - Investment Management","3.83","3.38","3.42","18.24","17.25","15.26","1.44","12.97","3.86","4.14","20230719","22.29","5.64","1914.75695","1991.04","697.966","610.02899","20.88","23.2","0","0","5.25","3.57","496421","64.25","47.36","1.01",".14",".86","1453.30798","397.88299","0","133.31"
"Seiko Epson","SEKEY","5867.74","650","2.06","OTC","3","Computer and Technology","Office Automation and Equipment",".65",".67",".85","8.96","11.46","11.63","","3.91","1",".59","20230804","10.79","-1.1","9480.94042","9982.6","1340.13305","811.92199","5.64","5.64","21.434",".27282","2.32","","19255","8.7","6.66",".97","3.81",".16","6823.68896","2715.18505","1804.24304","770.04"
"Select Medical","SEM","3626.93","51.35","1.75","NYSE","12","Medical","Medical - HMOs","2.37","1.85","1.34","20.09","15.39","12.04","1.03","9.87","2.56",".57","20230803","13.35","6.32","6540.41015","6333.54","637.78698","429.69","2.82","2.82","72.82499","2.65561","1.11","1.1","714370","30.75","21.47","1.39","14.9",".5","1271.31298","1155.151","3835.21093","127.13"
"Stora Enso Oyj","SEOAY","9834.09","-10.71","4.11","OTC","12","Basic Materials","Paper and Related Products","1.02",".76","1.79","8.31","16.41","12.17","6.03","5.06",".78",".81","20230728","9.59",".36","11820.58007","12308.19","2728.229","1903.60803","12.36","9.76","19.458",".24159","1.49","","41668","20.18","12.04","1.14","-11.31",".51","5334.59814","3744.51098","3919.6101","788.62"
"Spectris","SEPJY","4182.92","","2.79","OTC","12","Computer and Technology","Electronics - Miscellaneous Products","1.26","1.16",".9","","17.15","15.86","","15.31","2.86","","","","","1795.13","1776.63","611.23297","542.065","","","","","","","1","19.98","14.98",".31","15.23",".56","946.06896","541.37701","18.97599","209.35"
"Stifel Financial","SF","6257.5","","2.44","NYSE","12","Finance","Financial - Investment Bank","","","","10.4","","","","6.76","1.35","1.38","20230726","15.28","11.9","","4391.44","1099.49401","885.11602","14.24","15.39","23.14699",".34562",".83",".8","660642","68.04","51.2","1.25","1.01","1.44","25116.48046","30481.08984","1386.56494","106.13"
"Sprouts Farmers Market","SFM","3731.19","15.29","0","NSDQ","12","Retail-Wholesale","Food - Natural Foods Products","2.77","2.66","2.34","14.03","13.62","13.07","1.45","7.58","3.55",".57","20230802","26.55","5.4","6773.583","6404.22","602.742","358.35998","3.83","4.24","18.193",".22239","1.27",".7","2033321","37.86","22.98",".39","11.8","0","673.80401","522.38","258.902","103.1"
"SoftBank Group","SFTBY","55360.02","",".58","OTC","3","Computer and Technology","Wireless Non-US ","2.16","2.1","-1.71","","8.97","8.72","","",".83","1.05","20230525","-20.56","","48329.5","55421.43","3251.8291","-4334.74512","-38.6","-38.6","","","","","254691","24.83","16.86","1.25","-10.99",".11","89254.45312","110195","125744.29687","2939.99"
"Singapore Telecommunications","SGAPY","31178.43","","3.38","OTC","3","Utilities","Diversified Communication Services","","","","","","","","9.05","1.5","","20230525","","","","11375.39","4261.69824","2242.96411","","","","","","","31504","20.4","16.75",".6","-1.15",".64","6028.69091","6714.35595","7603.6372","1651.4"
"SES","SGBAF","3640.15","","0","OTC","12","Computer and Technology","Satellite and Communication","","",".27","18.4","","","","1.86",".57","","20230525","6.42","-3.51","2184.65991","2048.55","2126.031","553.69097","-1.32","9.98","","","","","402","9.67","5.3","1.2","-3.38","0","3409.69409","8693.41894","4169.24511",""
"Seagen","SGEN","36403.9","-13.41","0","NSDQ","12","Medical","Medical - Biomedical and Genetics","-.98","-2.96","-3.54","","","","","","13.37","17.71","20230727","-23","34.32","2323.03002","1962.41","-527.22199","-602.31501","-31.55","-31.55","0","0","3.65","2.9","1759223","206.25","117.37",".54","51.08","0","2802.53295","818.40399","0","187.5"
"Shionogi & Co.","SGIOY","13820.08","328.57","1.39","OTC","3","Medical","Medical - Drugs","1","1","1.11","8.85","11.3","11.24","1.56","","1.7","4.01","20230524","18.01","","2728.93994","2985.24","1276.79394","1131.27001","43.92","43.92","","","","","49474","13.8","10.83",".28","-9.21",".16","5866.92382","1107.12402","33.18799","1229.55"
"SIGMA LITHIUM","SGML","4421.34","-800","0","NSDQ","12","Computer and Technology","Electronics - Miscellaneous Products","13.28","4.01","-.38","","10.28","3.11","","","29.24","","20230522","-31.42","","353.85","","-26.88101","-26.92701","","",".11288",".00113","9.15","","696726","42.4","13.65",".35","46.14","0","123.76599","3.45499",".17299","107.21"
"Sage Group","SGPYY","10865.44","","2.53","OTC","9","Computer and Technology","Business - Software Services","1.65","1.48","1.24","","28.67","25.72","","34.92","6.04","","","","","2658.33007","2292.8","471.33499","471.33499","","","42.769",".74731",".67",".67","8471","42.43","28.61",".93","17.96","1.07","1130.94604","1698.34094","1337.15502","256.08"
"Surgery Partners","SGRY","4674.58","900","0","NSDQ","12","Medical","Medical Services",".74",".54",".09","123.2","68.76","49.95","","41.72","1.59","1.79","20230801",".59","9.46","2775.91992","2539.3","460","345.20001","-3.51",".57","49.435",".86011","1.83","1.72","602074","40.83","22.3","2.74","32.66","0","921","493.39999","2559","126.48"
"SGS","SGSOY","16489.07","","2.35","OTC","12","Business Services","Business - Services",".44",".42",".38","","21.12","20.06","3.24","13.02","20.62","","","","","7363.13476","6960.92","1086.44104","964.06799","","","78.78199","3.71297","1.13","1.04","338507","10.19","8.28",".71","-5.19",".21","3389.95703","2999.09008","2968.70092","1873.76"
"ShangriLa Asia","SHALY","3077.28","","0","OTC","12","Consumer Discretionary","Hotels and Motels","","","","","","","","109.27",".51","","","","","","1241.05","174.384","-144.35201","","","","","","","15","20.48","10.93",".01","11.64","0","1344.06298","1952.08605","4525.76611","179.28"
"Sotera Health","SHC","4251.87","-7.14","0","NSDQ","12","Medical","Medical Services",".9",".8",".93","17.1","18.81","16.66","","10.25","11.77","4.31","20230803","46.84","","1067.43994","1003.69","-2.119","-162.967","-26.47","23.17","86.34799","6.32486","1.54",".77","1015713","23.86","5.95","2.08","80.67","0","645.01","791.56701","1804.06994","282.52"
"Sharp","SHCAY","3928.98","","0","OTC","3","Consumer Discretionary","Audio Video Production","","","","","","","","2.42","1.16",".21","20230804","-9.97","-.78","20650","18861.16","1483.15795","838.82501","-10.4","-2.01","55.104","1.22737","1.28","","17958","2.06","1.29","1.31","-13.46","0","10952.58984","7192.96191","5093.20312","2601.63"
"ShinEtsu Chemical Co.","SHECY","61007.07","","1.51","OTC","3","Basic Materials","Chemical - Diversified ","1.25","1.18","1.36","11.21","12.77","12.07","","10.76","2.1","2.91","20230726","19.62","8.5","19648.93945","20790.92","7089.55615","5706.04492","26.32","26.32",".462",".00464","5.75","","366131","16.17","9.88","1.22","23.48",".23","19983.41015","3916.05688","138.858","4048.25"
"Shell","SHEL","209331.06","20.87","3.83","NYSE","12","Oils-Energy","Oil and Gas - Integrated - International","9.84","8.98","10.2","5.38","6.68","6.1",".72","3.58","1.07",".53","20230727","20.91","-3.63","","386201","86525","67996","11.2","10.3","28.016",".38918","1.47","1.1","4305669","62.58","46.14",".65","5.46","2.3","165938","121311","74794","3485.36"
"Shinhan Financial Group Co","SHG","13223.74","14.29","4.7","NYSE","12","Finance","Banks - Foreign","6.42","6.26","6.69","4.01","4.18","4.08","2.61","3.08",".3",".66","20230815","9.18","-.73","","18745.69","5182.1499","4444.47607","17.86","17.86","56.837","1.31677","1.02","1.02","131397","36.62","23",".84","-6.27","1.23","309276.59375","302602.90625","54102.14843","505.11"
"Shoals Technologies Group","SHLS","3989.08","40","0","NSDQ","12","Oils-Energy","Solar",".96",".59",".31","51.06","39.81","24.58","","64.62","7.88","10.96","20230821","29.36","","499.587","326.94","182.412","170.53799","38.26","16.9","31.603",".46205","2.83","1.53","3791264","31.16","13.86","2.1","-4.78","0","153.53999","52.622","237.063","169.82"
"","SHM","4239.55","",".81","NYSE","12","Finance","Financial - Investment Funds","","","","","","","","","","","","","","","","","","","","","","","","389781","47.82","45.97",".06","-.34",".38","","","","90.55"
"Shimizu","SHMUY","3927.25","","0","OTC","3","Construction","Building Products - Miscellaneous","","","","14.99","","","","4.89",".59",".28","20230525","3.62","-2.46","","13210.22","779.40899","599.513","2.64","1.9","","","","","0","22.69","19.62",".35",".95","0","10235.75976","7548.93603","2598.88891","184.55"
"Shopify","SHOP","77681.32","125","0","NYSE","12","Computer and Technology","Internet - Services",".26",".06","-.03","2028.33","1024.84","238.48","","","9.19","13.16","20230726","-6.02","55.65","6745.45019","5599.86","-3528.82911","-3619.34913","-32.49","-8.69","9.75349",".10807","6.71","7.07","18984116","64.38","25.67","2.04","75.31","0","6050.47314","856.00799","1378.44702","1276.6"
"","SHV","20456.59","","2.65","NSDQ","12","Finance","Financial - Investment Funds","","","","","","","","","","","","","","","","","","","","","","","","3600868","110.5","109.74","0",".34","2.92","","","","185.48"
"SherwinWilliams","SHW","60054.92","10.87","1.04","NYSE","12","Construction","Paints and Related Products","10.05","8.69","8.69","25.4","26.78","23.16","2.44","20.89","18.96","2.66","20230726","86.29","5.67","22021.52148","22148.9","3568.10009","2963.8999","9.41","10.59","75.18199","3.02927","1",".55","1496013","277.23","201.22","1.07","-1.88","2.42","5907.70019","5960.70019","9591","257.89"
"Shandong Weigao Medical Polymer Co.","SHWGF","7797","","0","OTC","12","Medical","Medical - Products","","","","","","","","16.94","2.31","","","","","","2038.52","574.419","462.22799","","","","","","","0","1.73","1.06",".49","9.87","0","2497.56909","792.51098","381.71701","4520"
"","SHY","28365.74","","1.97","NSDQ","12","Finance","Financial - Investment Funds","","","","","","","","","","","","","","","","","","","","","","","","4757407","83.48","80.51",".01",".83","1.61","","","","346.6"
"National Steel","SID","3746.31","-161.9","14.95","NYSE","12","Basic Materials","Steel - Producers",".25",".6",".57","","4.5","10.8","","3.83",".9",".44","20230821","-.46","9.49","8414.01953","8592.1","2022.40197","1465","-.24","-.24","63.138","1.71279","1.6",".86","3273646","4.73","2.26","1.71","-2.17",".4","5929.61376","4353.43115","6919.95312","1387.52"
"Siemens","SIEGY","136256","-7.69","1.98","OTC","9","Industrial Products","Industrial Services","5.47","5.19","2.67","21.95","16.4","15.57",".58","18.28","2.77","1.72","20230810","11.22","-7.33","81996.10156","78061.78","12364.21679","8503.38085","7.84","7.87","45.13499",".82266","1.42","1.13","114336","85.16","46.79","1.15","23.8","1.68","63782.39843","46280.16015","47680.94921","1600"
"Signet Jewelers","SIG","3381.24","3.18","1.23","NYSE","1","Retail-Wholesale","Retail - Jewelry","12.03","11.18","11.86","6.34","6.69","6.22",".84","4.04","2.13",".43","20230608","46.64","5.9","7737","7842.1","627.40002","464.70001","4.8","8.27","33.66699",".09337","1.56",".6","690416","82.1","50.25","2.14","9.96",".92","3507.10009","2248.10009","147.39999","45.22"
"Selective Insurance Group","SIGI","6138.21","-8.28","1.18","NSDQ","12","Finance","Insurance - Property and Casualty","7.54","6.45","5.04","20.05","15.73","13.46",".81","17.09","2.49","1.65","20230802","13.38","8.44","4177.22021","3558.1","351.36898","309.03298","6.97","8.49","15.88599",".20415",".3",".33","242549","103.74","75.54",".63","14.51","1.2","2393.3291","7252.7871","504.67599","60.49"
"Grupo Simec","SIM","4824.73","","0","AMEX","12","Basic Materials","Steel - Producers","","","","14.42","","","","9.95","1.85","1.79","20230719","14.87","","","2741.6","608.057","552.99499","13.44","13.44","0","0","3.07","2.03","1020","36.96","27.36",".3","-7.43","0","2145.73291","747.07501","0","154.19"
"Sirius XM","SIRI","14042.29","0","2.67","NSDQ","12","Consumer Discretionary","Broadcast Radio and Television",".31",".3",".29","12.52","12.04","11.71","2.09","7.68","","1.57","20230727","-34.09","10.8","9005.30859","9003","2612","2027","12.69","13.13","","-2.88156",".35",".35","15987235","6.78","3.42",".95","-37.84",".1","1038","2981","9256","3868.4"
"SiteOne Landscape Supply","SITE","6881.71","-433.33","0","NYSE","12","Industrial Products","Industrial Services","4.52","3.71","5.51","33.62","41.23","33.86","","19.7","5.28","1.7","20230802","16.13","18","4112.28613","4014.5","438","333.1","5.15","5.15","31.75699",".46534","2.58",".99","313119","164.01","100.77","1.45","30.4","0","1319.30004","559.79998","390.5","44.98"
"The J. M. Smucker Co.","SJM","16195.89","3.76","2.69","NYSE","4","Consumer Staples","Food - Miscellaneous","10.47","9.66","8.68","17.85","15.73","14.51","6.5","11.59","1.94","1.94","20230606","11.1","1.8","7316.09179","7998.9","1463.80004","1004.70001","8.54","10.94","34.102",".51749","1.16","","823873","162.59","122.22",".21","-4.15","4.08","2010.09997","1952.80004","4310.60009","106.64"
"SJM","SJMHF","3197.23","","0","OTC","12","Consumer Discretionary","Gaming","","","","","","","","",".85","","","","","","1296.78","-375.86802","-537.54102","","","","","","","2344",".64",".3","1.01","-20.08","0","543.86102","2454.24511","1208.23596","7101.81"
"AB SKF","SKFRY","7488.15","-17.65","3.23","OTC","12","Industrial Products","Metal Products - Procurement and Fabrication","1.53","1.47","1.28","13.42","12","11.45",".64","7.61","1.4",".77","20230719","11.23","-.05","9328.04492","9613.33","1232.40698","857.41302","4.5","6.12","25.944",".35033","2.45","1.38","8417","20.52","12.71","1.3","15.24",".57","5925.68505","2422.0039","1876.26","425.95"
"Sekisui House","SKHSY","14154.92","","3.22","OTC","1","Construction","Building Products - Home Builders","","","","10.68","","","","9.24","1.2",".64","20230608","10.75","4.33","","22426.09","2386.375","2167.34692","6.38","6.05","12.416",".14176","1.95","","17401","21.41","16.13",".65","22.55",".69","17769.83007","7897.91699","3327.27905","662.68"
"SK Telecom Co.","SKM","9080.6","","5.42","NYSE","12","Computer and Technology","Wireless Non-US ","2.13","2.02","1.84","54.13","10.18","9.66","1.33","12.86","1.07","","20230808","8.6","-.98","","13394.05","1184.73498","1184.73498","5.78","5.78","37.17399",".59169",".9",".88","509817","25.68","18.77",".74","-.1","1.12","5053.43701","5632.5791","5034.55419",""
"Skechers","SKX","8358.75","67.21","0","NYSE","12","Consumer Discretionary","Shoes and Retail Apparel ","3.78","3.14","2.27","20.54","17.22","14.31","","15.91","2.07","1.1","","10.72","11.97","8026.55322","7444.55","675.97302","522.25701","5.41","5.41","5.3846",".05691","2.41","1.13","2196130","54.74","31.72","1.32","28.77","0","3646.27294","1613.04003","216.488","154.73"
"Skyline","SKY","3965.89","48.45","0","NYSE","3","Construction","Building Products - Mobile Homes and RV Builders","4.45","4.1","6.7","9.27","16.96","15.64","","14.65","3.38","1.44","20230530","42.79","38.97","2531.19995","2207.23","355.29998","333.67401","15.65","15.65","1.0482",".01059","3.86","","384429","75.51","43.72","1.67","34.96","0","782.26","350.11199","12.43","57.05"
"Silicon Laboratories","SLAB","4464.92","0","0","NSDQ","12","Computer and Technology","Semiconductor - Analog and Mixed","5.53","4.47","4.41","29.1","31.35","25.32","","25.26","3.15","4.31","20230726","7.73","2.93","1015.82202","1024.11","191.77299","133.175","7.95","11.14","0","0","2.11","7.33","689896","192.98","112.65","1.09","3.17","0","1461.36303","185.776","529.57299","31.9"
"Schlumberger","SLB","63695.46","3.28","2.23","NYSE","12","Oils-Energy","Oil and Gas - Field Services","3.76","3.01","2.15","18.16","14.89","11.92",".51","12.05","3.47","2.13","20230728","20.16","-6.88","33356.65234","28091","6908","4761","12.94","11.9","36.791",".58204","1.26",".92","10116814","58.46","31.33","1.76","-16.11","1","15003","12018","10594","1420.19"
"Sun Life Financial","SLF","29091.25","4.67","4.26","NYSE","12","Finance","Insurance - Life Insurance","5.07","4.75","4.54","10.33","10.44","9.79","1.31","10.99","1.86","1.11","20230802","14.29","-1.43","","17939.12","3359.86596","3359.86596","8.9","11","22.70599",".32483","","","490945","51.42","39.04","1","6.81","2.11","8629.65527","0","5289.01904","586.75"
"Standard Life","SLFPY","5164.88","","5.89","OTC","12","Finance","Financial - Miscellaneous Services","","",".45","","","","","13.78",".64","","","","","","2317.04","1574.48901","1574.48901","","","","","","","206","11.5","5.58","1.39","14.54",".61","9490.94042","1618.49304","885.56402","500.47"
"Silgan Holdings","SLGN","5218.25","0","1.52","NYSE","12","Industrial Products","Containers - Metal and Glass","4.3","4.01","3.95","11.92","11.79","11.02","2.36","7.34","2.93",".82","20230726","25.88","9.75","6473.68603","6411.5","868.72601","600.48101","5.13","6.91","65.42299","1.89208","1.42",".95","502998","55.19","38.85",".79","-8.7",".72","2132.65209","1437.85998","3345.3811","110.25"
"SLM","SLM","3802.93","34.29","2.8","NSDQ","12","Finance","Financial - Consumer Loans","2.68","2.6","2.5","9.12","6.04","5.86","","7.48","2.41","1.5","20230726","28.19","5.49","1500.703","2366.22","860.16497","804.60998","18.07","18.07","75.111","3.49866","1.23","1.21","2673319","20.14","11.27","1.21","-5.48",".44","26069.99023","21448.07031","5235.11376","242.38"
"Soitec","SLOIF","5958.02","","0","OTC","3","Computer and Technology","Electronics - Semiconductors","11.69","7.23","6.98","","23.44","14.5","","18.57","4.91","","20230614","","","1268.04003","968.32","347.58801","253.425","","","","","","","15","169.5","113.25","1.04",".59","0","1413.59997","402.225","602.17498","35.15"
"SM Energy","SM","3239.52","11.76","2.23","NYSE","12","Oils-Energy","Oil and Gas - Exploration and Production - United States","6.68","5.66","7.22","4.05","4.75","4.02","","2.17","1","1.05","20230802","28.22","16.05","2406.82788","3358.65","2130.177","1516.11596","41.07","26.7","32.75199",".48702","1.34","1.23","1872768","54.36","25.29","4.4","-22.83",".6","737.203","598.58398","1572.20996","120.52"
"Smartsheet","SMAR","6310.87","800","0","NYSE","1","Computer and Technology","Internet - Software",".53",".35","-.31","","134.96","89.13","","","12.93","8.23","20230607","-43.31","45.74","945.50201","766.91","-143.609","-212.79","-28.12","-27.02","0","0","1.24","1.24","1026395","48.01","25.93","1.07","20.99","0","710.08697","574.66302","0","132.53"
"Smc","SMCAY","34944.02","",".87","OTC","3","Computer and Technology","Electronics - Miscellaneous Products","1.08",".98","1.18","18.83","27.29","24.76","","18.36","2.8","5.5","20230519","14.26","","5858.12011","6479.29","2612.95092","2429.99389","29.75","29.4",".26583",".00266","7.03","","47421","26.74","19.29",".96","28.43",".23","11199.80957","1507.68701","40.548","1306.81"
"Super Micro Computer","SMCI","8639.4","-2.98","0","NSDQ","6","Computer and Technology","Computer- Storage Devices","9.24","10.76","5.37","15.06","15.29","17.81","","26.89","4.91","1.31","20230808","34.72","13.33","6738.79492","5196.1","375.71701","343.246","8.93","8.77","7.0057",".07533","2.49",".86","2148521","164.56","38.99","1.25","100.44","0","2806.31494","1470.02404","147.61799","52.5"
"Sumitomo Mitsui Financial Group","SMFG","57255.89","25","3.38","NYSE","3","Finance","Banks - Foreign","1.04",".9",".86","8.86","9.2","8.01","1.46","6.81",".6","1.26","20230804","6.91","-8.66","","45461.67","8879.25488","6020.52978","13.05","14.09","67.40699","2.0681","1.05","","2618808","9.03","5.39",".67","3.87",".28","1753916","1668522","284916.5","6873.46"
"Smurfit Kappa","SMFKY","9602.11","","4.49","OTC","12","Basic Materials","Paper and Related Products","3.33","3.43","4.38","","10.76","11.08","1.71","5.11","1.8","","20230524","","","13074.50976","13504.23","2219.93505","1556.16699","","","41.67599",".71456","1.49","1.08","9819","43.32","26.94","1.1","-.61","1.66","4750.6831","3189.24707","3792.95996","260.15"
"Scotts MiracleGro","SMG","3913.27","18.13","3.78","NYSE","9","Basic Materials","Fertilizers","4.02","2.61","4.14","25.85","26.76","17.36","","11.54","28.4","1.05","20230802","81.02","11.84","3705.00195","3924.1","-334.79999","-440","-16.57","4.13","95.802","22.82181","2.07",".66","800308","102.18","40.24","1.63","43.63","2.64","1981.90002","963.90002","2826.19995","56.07"
"Smiths Group","SMGZY","7459.46","","1.37","OTC","7","Business Services","Technology Services","1.25","1.12",".82","","19.02","16.93","","15.65","2.14","","","","","3624.93701","3415.86","338.109","207.865","","","","","","1.32","9985","21.96","16.08",".91","10.13",".29","3181.12109","1840.52404","826.19702","351.7"
"Shimano","SMNNY","14247.45","",".97","OTC","12","Consumer Discretionary","Leisure and Recreation Products","","","","14.58","","","","11.91","2.68","2.99","20230523","18.15","11.84","","4755.81","1570.59704","1399.98095","20.29","20.68",".00013","0","7.91","","72720","18.91","14.05",".59",".35",".15","4809.75","741.90502","20.93","904.6"
"Simply Good Foods","SMPL","3825.77","6.67","0","NSDQ","8","Consumer Staples","Food - Confectionery","1.79","1.61","1.49","24.97","23.88","21.42","","21.26","2.56","3.22","20230629","10.11","29.33","1239.84997","1168.68","200.92799","172.44999","10.98","12.41","19.55299",".24305","4.47","2.21","499497","41.55","29.4",".77","1.1","0","351.60101","102.248","403.022","99.5"
"Sompo","SMPNY","15083.17","","3.23","OTC","3","Finance","Insurance - Multi line","3.29","3.1","1.69","22.59","7","6.59","","5.59","1",".41","20230519","3.87","","","37124.05","3676.23388","2960.06909","1.9","1.83","","","","","17780","23.19","19.29",".41","-2.08",".7","11443.70996","85381.47656","4803.7041","695.4"
"Samsonite International","SMSEY","4066.91","","0","OTC","12","Retail-Wholesale","Retail - Miscellaneous","1.15",".95",".65","11.27","14.83","12.25","","42.53","4.95","1.29","20230816","43.22","33.9","3686","2879.6","214.1","136.3","11.72","11.2","","","","","15531","16.06","9.41",".47","7.64","0","1939.59997","917.70001","2682","288.64"
"SnapOn","SNA","13828.97","11.11","2.48","NYSE","12","Consumer Discretionary","Tools - Handheld","18.69","17.74","16.47","14.99","14.73","13.98","2.12","13.72","2.99","3.02","20230720","21.17","4.93","4694.70214","4492.8","1349.90002","1249.69995","20.6","20.6","20.356",".25559","3.48","2.4","284115","263.01","191.82","1.09","14.34","6.48","3368.8999","971.59997","1183.80004","52.93"
"Snap","SNAP","15521.14","200","0","NYSE","12","Computer and Technology","Internet - Software",".18",".04",".16","46.14","223.62","52.54","16.2","","6.02","3.43","20230720","-33.79","44.22","4508.24609","4601.85","-1170.19996","-1379.23804","-30.89","-21.46","59.219","1.45213","4.71","4.32","35539616","23.26","7.76","1.19","8.27","0","5256.64697","1215.59899","3742.52001","1601.77"
"Schneider National","SNDR","4692.43","22.22","1.37","NYSE","12","Transportation","Transportation - Services","2.39","2.09","2.6","10.08","12.61","11.02",".5","5.7","1.61",".73","20230727","16.82","7.18","6103.53515","6604.4","963.59997","613.59997","7.23","7.29","4.61439",".04837","2.05","2.04","532348","30.52","20.3","1.04","12.39",".36","1350.30004","636.90002","141.8","178.42"
"Sino Land Co.","SNLAY","11162.79","","2.46","OTC","6","Finance","Real Estate - Operations",".55",".45","","","15.18","12.42","","12.26",".52","","","","","1452.30004","1992.49","966.39001","943.20202","","","","","","1.04","543","7.95","5.41",".52","9.11",".17","1011.01098","972.11199","127.66999","1634.38"
"Smith & Nephew SNATS","SNN","14017.7","","2.82","NYSE","12","Medical","Medical - Products","","1.74","1.57","","18.45","","2.08","10.51","2.66","","","","","","5215","932","315","","","34.02299",".51568","2.25",".96","850295","32.92","21.95",".6","19.38",".9","3856","1715","2712","436.69"
"Snowflake","SNOW","59900.75","366.67","0","NYSE","1","Computer and Technology","Internet - Software","1.08",".57",".22","682.63","320.54","170.48","","","10.9","29","20230524","-13.87","","2872.98999","2065.66","-691.516","-815.99299","-38.57","-36.55","0","0","2.5","2.5","4880178","197.98","113.3",".74","28.4","0","4984.68994","1993.51696","0","325"
"Synopsys","SNPS","62399.52","2.83","0","NSDQ","10","Computer and Technology","Computer - Software","12.12","10.57","8.85","44.68","38.77","33.8","2.48","48.72","10.69","11.8","20230816","16.29","12.84","5795.43798","5081.54","1416.94494","1115.51403","17.41","17.41",".9516",".00364","1.15","1.01","742762","409.71","272.57","1.18","28.32","0","3012.66894","2774.49902","20.82399","152.3"
"Sunny Optical","SNPTF","10813.11","","0","OTC","12","Medical","Medical - Products",".32",".66",".62","","14.89","30.72","","10.35","3.34","","","","","5446.58007","5808.26","1181.09594","908.51","","","","","","","167","17.25","8.63",".83","-13.48","0","4335.54785","1839.19799","591.03997",""
